국가,기관,발행일,제목,원문,링크,수집일
핀란드,MEE,2025-08-15,직장 생활을 변화시키는 원동력인 디지털화,Digitalisaatio työelämän muutosvoimana,https://news.google.com/rss/articles/CBMi4wJBVV95cUxNckZDdWxzc08ybDNfYnhVSGQ1ZUtUYmJtS0tHV29qSkV0VW9OOUFKZ0RNTXdVdFcydDFWbFRSa1pxaEpnRFFQM2VKQS1QODhSakVYTXdrMW9xbUduTzJFbm93eXFXQnJ4QmdXUWg4SldKam5FZEFVNXJuZDhoeTZidHVaUXpKUDVURF91WThZeV9XMnMzMC1ZYmV4TEZDa1llSDNaQ2lMQ3lFQWstM1pWNmt4bUxXT2VvN1pTRzRoZTJUcVNmLVBhMGRJXy1GS2dwLWZEVl9pNGtlbzdlMWR3VXVuRGNEQjFOS0t0WkRNLW1adTQyS3dYd19IWmhZa1oyUGxSbHhOTzc1anh4MkVhQUpXLXhtY0pmOVh5ZkZXdE1NUEY5cVNld3ZyZEdyZS1Ud0RJc1hoLTB2XzN6UTA3cXV4cW53NG9lMHpmMVowWnBvNk5qVHBwOGhYaEZ0cUFMRmRB?oc=5,2026-02-04
오스트리아,BMF,2025-08-13,최종 보고서,ENDBERICHT,https://news.google.com/rss/articles/CBMikwFBVV95cUxNWHJORE52WHQ3MUNpZWIxb25xLVJTc0h5aEUxWlF4M2FZWUJJLW5lUzBRcWh6SWtmWEVIXzZfZ2xqUlRORTJEQmFsanZCQmhIR1VMTVpXY3VrTmJtanFXalhYRWlXLVFEMDN4Q1FpdGx2VURnRFdGZUVqUzFQdU44R05oZHd6SkdoMGlOemd1WW1ZWnc?oc=5,2026-02-04
UAE,TDRA,2025-08-10,디지털 사기꾼,صائد الاحتيال الرقمي,https://news.google.com/rss/articles/CBMiYEFVX3lxTE9OckJEcDBIa1NhNUtCcV9ibmRfTFVvbEE5aHZYNG1TSm51OUNyV1lTaENpbXhmWTZrWEJGM1R6X1pUV0pzN3M5TG9JbHZTM1JkM28temkxTS1uV2pUd1pnYQ?oc=5,2026-02-04
대만,moda,2025-08-07,디지털 개발부는 대표단을 이끌고 APEC 디지털 및 AI 장관 회의에 참석하여 대만의 디지털 강점을 보여주고 지역 협력을 지속적으로 심화시키고 있습니다 | 보도자료 - 발표 | 모다,數發部率團赴韓出席APEC數位及AI部長會議 展示臺灣數位實力並持續深化區域合作｜新聞發布- 公告訊息｜moda,https://news.google.com/rss/articles/CBMiWkFVX3lxTFBzQXpUNzJlbENPNl9MeF9NaFpKTllBZWdsanJSZXFpNkpjRnFxbWhrNW1LU3h4a3lGcTJpckJJZjRGS2ZfTlZzYmlJbzdSMWpiOF9ueWhsRTQyZw?oc=5,2026-02-04
스위스,OFCOM,2025-08-05,소통 활성화 – 다양성 강화,Enabling communication – strengthening diversity,https://news.google.com/rss/articles/CBMiQ0FVX3lxTE40ZjEzdklRUUk5WXhUeUtpQ09maVhmLU85bUpRT204OG9EYzJwQ3VydWlkSE1ia05XT1huOFhnQ2xFcXM?oc=5,2026-02-04
사우디,MCIT,2025-08-03,"체신부, AI, 신기술 채택 가속화를 위한 'AdopTech' 3단계 개시","Ministry of Communications Launches Third Phase of 'AdopTech' to Accelerate AI, Emerging Tech Adoption",https://news.google.com/rss/articles/CBMivwFBVV95cUxQa01SRUhqWllBWGxhTlJ4enNKQkhhVllqNzRvNXhrYUY3QVBsQ0dGajljcmJycy1leTRjWTFlZG1tSVJoSDh6Q1FlVnFWZUpvYldKUGNRcWkyUFVWZk8taEZfYVZrcU9jR3M0bHF0YlNmUkE5cG1EYzZLTXN2aVpabkFKVmJBLUVReDFuMHkxOW14UHRCenhqRlFTSmNoTFVRb2hMVGpfaXJDNkRKcDE1OGxfYnJRWTRHZWhmMXdpRQ?oc=5,2026-02-04
핀란드,MEE,2025-08-01,2025년 8월 2일부터 EU 인공지능법 적용,Application of EU Artificial Intelligence Act to begin on 2 August 2025,https://news.google.com/rss/articles/CBMirAFBVV95cUxQLUdNYWdqZnlOdk5oZ2l3MkZNZ3BwMzdRZ09tVFBab2ZHeG5UOVE3QlF0Tm1uaVlUc2k2Qk1oMjJlN2o3Rno2WG5MS3RkcnBJZTM0SmJQekdPdmZxNjV4VVEtOC1pSW5uRHNMaFByUXJmSmdyalFsV3BMTVJNQzU3S0FsbG9vVG40YU43d1Rob09uckJxSDZsclIyVkdiZTlIUk9ReGZfQVBnRXlf?oc=5,2026-02-04
핀란드,MEE,2025-08-01,2025년 8월 2일부터 EU 인공지능 규정 적용 시작,EU:n tekoälyasetuksen soveltaminen alkaa 2.8.2025,https://news.google.com/rss/articles/CBMiiwFBVV95cUxNVG1EVFhTRmZBa3B2dVM5SnlHbXg2Q09XN3dLeHNTUmZ2Skc4TFlTMHBVcWV2ZzBoWVJPdEFIWVhzNFZaa1hjS21tM093Smxmb0ctanRvSFVITXRHZU1UZk8yMjdCc2gzb05Wc1E1cE1oUk1rM18tS3VENm40SVJ0VkE0clh3N3p1azR3?oc=5,2026-02-04
스위스,OFCOM,2025-07-30,보도자료,Press releases,https://news.google.com/rss/articles/CBMiV0FVX3lxTFBMWkVYVHRFRDhaSVl3NlVyMGhrYXBpcy1hd3ZkbG1IRS1icHhxV1JQM19fX29yd09jY21XX1BnUjdwWHA1NTZzcDJVLTVnbWpqNlo5OG9Ucw?oc=5,2026-02-04
대만,MOEA,2025-07-25,경제부는 ICT 산업이 대만 남부에 정착하여 가오슝 아시아 베이를 새로운 AI 허브로 만들도록 장려합니다.,經濟部促使ICT產業落腳南台灣 塑造高雄亞灣成為AI新重鎮,https://news.google.com/rss/articles/CBMijAFBVV95cUxQNGVXVVVDaFhNM1Z5TExlZ3lXTU83SHVaSmVyVWRTLWJiX3p4bEtMYklWLWpTcjZMc3dENmlTRTM4OG9LenJnbEVIZk9uVlVDYWUzTXNGRjBvTC1yQVY5dTdnbkc4YjlXekxTTENkWEo4TWdYaldfeFVmVDNCb2xRdDVaWUlvV2tGTVJYeA?oc=5,2026-02-04
프랑스,Bercy,2025-07-21,디지털 및 사이버 보안,Numérique et cybersécurité,https://news.google.com/rss/articles/CBMid0FVX3lxTE5YZm5idnFvc283WVFGT0praktqMGFhZ3VzZzBoWl83U0NZTnJDa1Q5S2plS0RROVE1WTRYYkhhQkJGOElNaFRJNGFNV1JPTVYwazktZGRaTV9oWjIxV1NzWmVLdjZpc1hCNF9UZFhsZDl5a01vWi1R?oc=5,2026-02-04
프랑스,Bercy,2025-07-21,기업: 휴가 상품권에 대해 알아야 할 모든 것,Entreprises : tout ce que vous devez savoir sur les chèques-vacances,https://news.google.com/rss/articles/CBMixwFBVV95cUxOYzF1QTNpVU9rakNsNnNqUXZFXzc0M28xTlZHMVN4MUhmcWFMZk01TWVwaVNiSWdoTWZEal82cE1ONC1fdUtxaTNMc2hYNE04czF1ZzY2RUMySEltSVcwVGk4bjlnVDhRcDQ1eGJ6M3FWeDBRZGd0X3FaZFhNTmtsQkFUX2pkVVdXUmJxLWRGYXA0NEhsMTFjTkE2SUdKYjhRY3pvY1ZKaFVSRmx1ZXk3X2Y0TDZ2VmI1VzZFWFhKeVdFM2p4YXdr?oc=5,2026-02-04
네덜란드,Digital,2025-07-16,공공행정의 클라우드 주권 강화,Strengthening Cloud Sovereignty of Public Administrations,https://news.google.com/rss/articles/CBMimAFBVV95cUxPUnRhX3VJaTBocXFfX0VzZlJvTElsQzVwN1dMVXNvOWk1ZHZpcFRsZ0tPSlhQUi1PX2otOFpBOUlRMTVvR19SSTRMaFc5VnFkUVRDbkx4NlJyVWVzNENwMlNJTVFxbWw3eXJjQXNSMVNiQU1CQnNwT2FOU2hJbjVtT0F0OGZWdEw2R2M4WDlka1E3OEpHZ0dMRQ?oc=5,2026-02-04
사우디,MCIT,2025-07-11,"알스와하 사우디 장관, AI 격차 해소를 위한 결단력 있는 행동과 국제 협력의 중요성 강조","Saudi Minister Alswaha Stresses the Importance of Decisive Action, International Cooperation in Bridging the AI Divide",https://news.google.com/rss/articles/CBMivgFBVV95cUxPWEw1TlB3QmRubUFxYUo2VVk0eWxiMnpjQXBKWVRZRjRKb1A1dlI2UThVM2JqQVlpbVU4YnhJeUl4RC11dV9fSzh6RWRhWHhQWkdjcXlZYnZrVXpvWDgxc0JLZkVaZFR3X25VR0E1R3EyRzktS1dwY04zWVNwaGV2S3FQTHhEZG1FUEdVY3NkMzVZSjJ6VFJfRGxiLUFhbTVPUEt2X3dSVU1WMTROM3gzUlVWa2RUWVRXaFlqQmZR?oc=5,2026-02-04
프랑스,DGE,2025-07-10,프랑스의 인공지능: 탁월한 생태계,Intelligence artificielle en France : un écosystème d’excellence,https://news.google.com/rss/articles/CBMiwAFBVV95cUxNbEMtVkNQQVdmRGxlbzZRUXpiajNxMXpjc3NVbENHTkxVd1pQTk5seEVpcVFPT1FjWmhPS0xEZ1hDSVN1cXktR1lWakpoa0ViMWxScnRvcUxhTlpYWUt0dXRpOXRHRF93UVRFamFpYzVUNVhSS21ldUlBVXNmbkFaNGFwM0N2Y245WmVoYmNselROa3RKS1lsVkNfVWNtM2U3SVlTOGtUUVJrZnllYlJZN0dGQjRfdF9mSzA1V3NqVlA?oc=5,2026-02-04
일본,MIC,2025-07-08,레이와 제7판 정보 및 통신 백서(요약),令和7年版情報通信白書（概要）,https://news.google.com/rss/articles/CBMiX0FVX3lxTE9jVDlUdTR5ODNyal9LVUJSbkp5WFFoRS11eE0yS1Z1dEVtZndyQXhLRVV1S3Z6djdpek9NVmZtU2NZZUhKdjN0dEVSMXR5U05QNUprRl9rS1Z6akF0cjhr?oc=5,2026-02-04
대한민국,산업통상자원부,2025-07-02,AI 고속도로 구축 및 AI 3대 강국 도약 기반 마련,AI 고속도로 구축 및 AI 3대 강국 도약 기반 마련,https://news.google.com/rss/articles/CBMiZEFVX3lxTE9XM2tsZXBjNG1lazZHSFNtOS01d1hWTDlBNFF2dDRkWnRQZ3BRYjREVGUwdUdxSlJWTkUzc0VZYTUyaExBV3Y3ekdRN1UyTWp4ZmZwUXVvVFRYRXF2VEVKanFJcVU?oc=5,2026-02-04
미국,백악관,2025-06-30,미국의 젊은이들에 대한 서약,Pledge to America’s Youth,https://news.google.com/rss/articles/CBMiR0FVX3lxTE16NjhEWXhMVmYwS3k5eWtFdENidUtRMThjWWFDT2xNRkI2N3AwZ2JHTGZRYjFEV3d0UlVvT2hNeDAzVFhBRlpF?oc=5,2026-02-04
일본,디지털청,2025-06-26,제3회 일영 디지털 정부 전문가 회의 개최,第3回 日英デジタル政府分野専門家会合を開催しました,https://news.google.com/rss/articles/CBMidkFVX3lxTE9JQ2JZZ0VNYkJaSXJ2VWpYMzBmMnhrMTB2eEZ5bk8zelFLRWY2NmVESm94TDBtVXVaMkZCekRYVE05dWRjVGV0d1J5aUxyMlgzSy12akNGeXo5Z2dJYTdhR3hVbXQ0bmJqQVNNTkkzM0lRaFhySFE?oc=5,2026-02-04
스위스,OFCOM,2025-06-25,"스위스, 2027년 인공지능 글로벌 정상회의 개최",Switzerland to host a global summit on artificial intelligence in 2027,https://news.google.com/rss/articles/CBMiakFVX3lxTE5sWUJmenBFQzRMNlM0OVdaNlVrNnQtR0NJOXJhQnlJVzBOVmFldEprVUthNk1nUExqczFPQ3dUaEFlYlY2QmZpeWNCUlZCSjdZdlpzZzdHZmpsVS1wWkFTRWNmNFB1U0FsZVE?oc=5,2026-02-04
일본,디지털청,2025-06-24,마이넘버 제도에 관한 문의,マイナンバー制度に関するお問合せ,https://news.google.com/rss/articles/CBMiYEFVX3lxTE52MVJoUE9hemVxRFhCbk9EeFM4bjhaZVZxX1VNUTl5ZVEtbmxiMTlpbDJybnlFWS11Y1pXX3hxTmN4RHdfNHJMRXVaX2J0QTgteElpQS1rYkw1aVNLYmhkaw?oc=5,2026-02-04
캐나다,ISED,2025-06-24,캐나다의 AI 기반 공급망 클러스터(Scale AI),Canada’s AI-Powered Supply Chains Cluster (Scale AI),https://news.google.com/rss/articles/CBMisgFBVV95cUxQWFlsZ0l6VjFqYjZ6MDhmbFpsenIyd05rUGVJOGVrQTdwNmY5bVcyLVNOSGd3cTQxM3h5d252Wlc0SHR6bFVqenVUeWtJU1JyQXJRUmlwSVh3NGVhUjB6a1NZd1Q1VWl5cFJlZ0ZFOE1NNVlHXzBpcnFkdnpBMC15X3lwSVdRMUZHdWVCQjk1enctd1lPNl80Mzlvck8tbGJKZkJIb2RRbmI2b3FlUXpoekd3?oc=5,2026-02-04
미국,백악관,2025-05-23,국가 안보를 위한 첨단 원자로 기술 배치,DEPLOYING ADVANCED NUCLEAR REACTOR TECHNOLOGIES FOR NATIONAL SECURITY,https://news.google.com/rss/articles/CBMixAFBVV95cUxNYjBkWjRhTkNXS2FJd2lOZ0xOaTJib0phRHFzeXpGSzRhNVByQ0ZpOWp6c19MZnBJRFBLSmw4X0JBNDB4NnBya1QtRXRyalZUTnhmV1dBYTFkODd5WFpmZmRSb25zSnB3RFlFeTV6WHhtSWxyVWlBeUdBZU5fbW5ySm00cGFrVkwzZ3BFaUhtd3hKRVdRNmVaRUtJN2Y0b3VINnpyb3NnS1NIM3hycnZYZ1QwNlEzU0dVOGxvMXNxQ0dOTjUt?oc=5,2026-02-04
대한민국,산업통상자원부,2025-05-20,찾아가 AI 전환 지원…‘산업단지 AX 카라반’ 출범,찾아가 AI 전환 지원…‘산업단지 AX 카라반’ 출범,https://news.google.com/rss/articles/CBMibEFVX3lxTE93UDE2RHVFY3l3YmhzUWo1U29ZcG1DWV91Y1ZpZ3FvdEZTalJ4cklCVzQ4ZkNVOVFOQzNtUEVYR3Z4Z1hEOVpRelRzNl9PUVRYbVNycGxxOHZTNHpWOW9tSFMzZ3ctVEU3Rl94Ug?oc=5,2026-02-04
영국,DSIT,2025-05-14,HMRC 온라인 서비스를 통한 기술 지원,Technical support with HMRC online services,https://news.google.com/rss/articles/CBMiiAFBVV95cUxORERrUDFkbVI3Y21wYjdHaUk2SFE4T3RFN3FFelRMaS1IclM5U2Y1YjhPbklZZVU3bDc4ZU9IdlJLUzM3SU9VV19yNzNUMGQxamZSZFpEd0NLWFVpcHBWdzBReTZ3RXA4MkcxZnNoazFlRzRldEhDQzBGQkpXVFpoaV9ZUXBuUVVy?oc=5,2026-02-04
스위스,WBF,2025-05-12,폴란드를 방문중인 연방 의원 Guy Parmelin,Federal Councillor Guy Parmelin on a working visit to Poland,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE9qY2hnd0tza1pRbllsdHBUS3h0TGNweDRfb1IyZVZNLXJQV2dhTE9fRU9PNWtXMVlVUGdCYXNIMmRoTHdhTV9ZOWtnalk0LUlaa1NyaV9LN2hncjVHSktnaFBfNk14c1k?oc=5,2026-02-04
싱가포르,MDDI,2025-05-09,SCS 갈라 디너 및 기술 리더 어워드 2025에서 Josephine Teo 장관의 연설,Speech by Minister Josephine Teo at SCS Gala Dinner & Tech Leader Awards 2025,https://news.google.com/rss/articles/CBMirgFBVV95cUxNaWhsRXQ3OWhDSVo0MU9VbFBZM3RtZUE0bUFnNThxOS0zUWhPS0pMdlM1NkF1T1A2UFoxWHJzUGd3OGpsaVNhaG1sTy15NGZoaFlLSlBMRi1faW5MeXp4d3JxWk1RS1V5VkFtbGZBVTdaSFpxLXlVZ29mcW9Ua09Mb0pzU240bXNIM2pLT0RRVXluSVlUeWNyNTBiMnhkVmdMQXUwTG5rdWNSci1mUFE?oc=5,2026-02-04
대한민국,산업통상자원부,2025-04-30,｢K-휴머노이드 연합｣ 순항중,｢K-휴머노이드 연합｣ 순항중,https://news.google.com/rss/articles/CBMizwFBVV95cUxOZUxLTDdLXzlrUFJ0b3U5b1h0cURob1FkVjAyNlZyZ0ZidVZLME83Q3lhNW9udUgzVnJ0VXJIVmVZQUFqRDJ6dUdpQVBKY1pwbTRCRGhQV3FsYWF1R3FyVnRVMzdqT2Q2Tzg1aFNhaFctcG55NEtUOV8ySnozaHA4UHIyM21QLTRuQzBqeDJBLU5uendMT0xXa1BXakN6NUxGMVdGNmowd1ZTTFdmS2FVZWJVUTN6eXIyWW5FS3VXT2VjRHpKQjJ6ZUxZTjFzNDg?oc=5,2026-02-04
네덜란드,EZK,2025-04-22,데이터 공유 이니셔티브를 위한 지속 가능한 수익 모델,Sustainable Revenue Models for Data Sharing Initiatives,https://news.google.com/rss/articles/CBMipAJBVV95cUxQRmdEOHZPTkwzY3dyUDNmRUoyY1NvZzcxNlBza2lxYTc4V3JNZ2lwZFdyVDNvd3pQWkFQbTBIUUIxbEkxQ1ZNSHNTbVVlSGxxVm90d3JhbXlNM2xuY2xHVmFNVzduQk5BM19UOWFkNU5rc2p0YjNiMzV6OUdxZmhaSDZLLXlDcm1tUllzZHpNUEFHTWNmMjNLUFhmdlh4Y0ppM2dyN0lYamo0UTBFR1dLWGtBWjhwQ2VHalhlVnVnNFlhY3ZtTzk0LUlLTGlVVUlVQ1FwY25kaEdKX3JiSDVhbml0d2U3cnBRUV9nQ01iTFYweHlHVFJSaXYzbW1VSHV4c3VXenZQV1ZRbHZVdDU1ZzZoR1VxRlhONG85THJHUUZZYVVI?oc=5,2026-02-04
사우디,MCIT,2025-04-16,"오라클, 국립 eLearning 센터인 MCIT와 협력하여 50,000명의 사우디인에게 AI 교육 제공","Oracle Collaborates with MCIT, National eLearning Center to Train 50,000 Saudis in AI",https://news.google.com/rss/articles/CBMiogFBVV95cUxOaWV0dzQ0emhfc1ZmUWFKSWc3VEVYc3Z2c1JsZkhaTGdTaVNudVN0OTNBY21NRTBxYk1xQzdUWnJXeTJXa09vQ3lEeVRTZDNfX3hVdGZoaFlhUmpnbW5LY2VScnAtQnEtbjNxUjdVMXl3T2d2cUZOcTlvU1ktV3lKUWpUa2JzRHdfZlFIWHB4akl4M2J2QXdVc0t5RGhROGIyVkE?oc=5,2026-02-04
미국,백악관,2025-04-14,끝없는 개척지 수련회에서 크라치오스 이사관의 발언,Remarks by Director Kratsios at the Endless Frontiers Retreat,https://news.google.com/rss/articles/CBMiqgFBVV95cUxNNGJ1N1RiLVRydDhMNkd4VS14a2FrUElkN3puSFJPN29nZEQ2cWN2RmEzYVNJNEoxUTFRaU9rRWVCbFRHaWpWSmlmc0huZDd2bTBYSE0wRXZZOXBSUWpBSXVqc3k3dmFNS0lsbE9tYzNMaXBXUjF1NF9lM0UyQlEycXR6U0tGTkRUb1Vzb1AyclVoR2F3S3QtazVONWtKREt2MUtjUlg1YXJkUQ?oc=5,2026-02-04
일본,디지털청,2025-03-28,정부의 진화와 혁신을 위한 제너레이티브 AI의 조달 및 활용을 위한 가이드라인(안)에 대한 의견을 모집합니다.,行政の進化と革新のための生成AIの調達・利活用に係るガイドライン（案）に係る意見募集を行います,https://news.google.com/rss/articles/CBMidkFVX3lxTE5kZlhZR01kT0xyczFjVnBkR0EwV0ctQWttcWFNNzd2YWd3dXZOTmU2ZEd2MF9jaC05bEJCbjI2ZmJ6LTdyQ0l6b0lCTEI1NmFuazB2b0xGalE2RVIwSnRHZnVPNEdRbW14YzVzazcyX1FJTDNEZ2c?oc=5,2026-02-04
노르웨이,KDD,2025-03-26,노르웨이에서 AI를 안전하고 혁신적으로 사용할 수 있는 길을 열다,Paving the way for safe and innovative use of AI in Norway,https://news.google.com/rss/articles/CBMingFBVV95cUxPRjFYcFpJUVFKdm4ya3EtdVdKWUx5SUdKbG8teFY1dWk1VndBUTlBdFhqWkNtZTdBSTBBWS1DV1EwTEFYcUszeU5NR243VTdDRDF4Qm5YeTJmd0QwYkFOOEI2aXZ1NXBJdWM0dlNydktfNGNydjFYNlh4eWU2VVJ0Ync0ZDFBdzVXUm5YbnMxc1IxWERBU0pwRElYRTd4dw?oc=5,2026-02-04
미국,백악관,2025-03-25,미국 은행 계좌와의 결제 현대화,Modernizing Payments To and From America’s Bank Account,https://news.google.com/rss/articles/CBMisAFBVV95cUxNcG9PbmZQZ3Y2QktySEZ3Qk9CLUZlUkhCQVNYaU9OcldhblI5d2lELTZDMERoTFN3NVdxVkNWYS1saVMwRHRCRzV0MzVrd2FZWDh5d0k3MUJCcmh3YlpWS2E4aUtiOVFoN0FOZjYzSjJLM0FTdHBPdVN0cEN5N3dCZDN4ZHJETWgyT0hGUU9BOGdHSW1UVXl2NFE0dktUQjdKbTV1TjRzNTBCeGlnUDVYOQ?oc=5,2026-02-04
오스트리아,BMF,2025-02-28,프로젝트 승객,Projekt Passenger,https://news.google.com/rss/articles/CBMinAFBVV95cUxQVkUzVENseU9ILVdCN2RYdmtYc1A1M0RsSzlpWXBfRmh0UGxWVUFhTTAwNV9LWm9zLVd3VTZhakRNZW9heDNoUlhHMXBRODJCaW9uWFZvdnRvak9aNktrdDNDa1hpdzdwV1pyamg1VDFNVDM5YXJLNVBRNjVXUzBxQWNobVFYdXZJeXo3SE5iUVNLUVRkVWE2MHhEOV8?oc=5,2026-02-04
대만,MOEA,2025-02-19,현명한 의사결정 AI 에이전트 생성: 프로세스 자동화,打造智慧決策AI代理 : 流程自動化,https://news.google.com/rss/articles/CBMikAFBVV95cUxPektVUUxhS18ySmRVMGxzWnBGeC0ycG83VlRmU0hKeFlkMWd5REpPczVUVE5IbTUxVWRZNE41Z0hLZlBzQVpxX3FhdXZ5VjlYaUcweGJacThtdGFTOHBwdENMbmNMeUdFeWpyWjRmb1F1RTV3eEJvZmJSbFN6TjhLUkUtU19SNzFqZ3g3QV9ycWY?oc=5,2026-02-04
프랑스,DGE,2025-02-14,"인공 지능에 대한 유럽 규정: 관련 대상, 주요 날짜, 비즈니스에 대한 결과","Le Règlement européen sur l'intelligence artificielle : publics concernés, dates clés, conséquences pour les entreprises",https://news.google.com/rss/articles/CBMiyAFBVV95cUxQWm1rVkwtU2ozdUhvTy1TczZqTVp2QXFMUG9DZDVIcl9wdEY1c2NIODhYUGVNeTNvakVJSmRQM09uZlVwREllOW1ZS1o0dExJUUpTVzdaYkUweXItWmpLenBfMUxpYVktMU84blBUQzlvUEpqN1FUN0xtMzgwSjRtT0RxVkdGRDBQY3pCY0pFTHhubV9wYTkwWkpYcEhIYXBjaWxYMEtUQm1tdWNpRzlsQXhydm5BTTZiYjFiV2w4QWtOb09uUUkxVQ?oc=5,2026-02-04
노르웨이,KDD,2025-02-11,인공지능(AI) 액션 서밋에 행정자치부 장관 참석,Digitaliserings- og forvaltningsministeren deltar på Artificial Intelligence (AI) Action Summit,https://news.google.com/rss/articles/CBMi2AFBVV95cUxPeUI4czlYZmRLYjdSaUZ1Tnh4b0U2QkpJTWpUbmwzMm8xd241QmV4elBHckFOdUdNT2RjQUpWeDlucHV2SVZ3aWRmU2kzSE15RXpIeVJ3SlNIN2xlOE5kLUxIQ1hYX3NLaTVvUDR2X1Q0WE0tbjJZZUZSbkktX1hiOGZmdWdwRFI2czVqU2owSGRzOWZkaXNHTW56S1VGVXlXZFlWdDRaaWNIZzg0U3FKTGZKZmJyeXVPUDFYV0ItRXhGdmJfN2ZHdS1fcjVlTHlLVFVqZmVmNEs?oc=5,2026-02-04
노르웨이,KDD,2025-02-09,인공지능과 민주선거 – 국제 경험과 국가 권고사항,Kunstig intelligens og demokratiske valg – internasjonale erfaringer og nasjonale anbefalinger,https://news.google.com/rss/articles/CBMi4wFBVV95cUxQeXgzbllXY3lIUDFQRWdRdkk1TzFsT3ZIVm1hNjlwQ0ZLeU5FRmJ6c1VZaGNfbDFqclBNZkdZajRvbEdzaHFydkppMkFhQXB2UjIwWEo4QXNNS3hqNHN3TkltaWJWbHJDeFpPa0ZMRVJrTzBEcHF2VmlJMy0zYUFTT1A2Vk1ZTkRrSnh4LTBWYlZIMVpubUp3cDh0N2tjRVRxOWNfZXpsTFZRZFFHNmJ1Q0pqb3doejEza05EdUhtZFdRQkxJUzdTZHpBNTFvN19NRHBzZjBnX0RhelBHei15R0l5dw?oc=5,2026-02-04
프랑스,DGE,2025-02-07,프랑스와 AI: 평가 및 전망,La France et l’IA : bilan et perspectives,https://news.google.com/rss/articles/CBMikgFBVV95cUxPR0lvLWx4QWlHaHVtWXZLQTBSV2NfUjE5d3VqY0lfOUgxTVNON01NVjFPZ3NRZXN1eU4tOHJSOFZEUDBJWFNCM0FueXMzTG1USXhYeTZlLVBld2MxYkh1LUVPWHFoYUUtYmViclloQmFtU3dxR3RaX29mV3ZZXzkzb0U1T2p1dlg1MThDV1VXNld4dw?oc=5,2026-02-04
사우디,MCIT,2025-02-02,"사우디아라비아와 주요 기술 기업, 미래 AI 파트너십 확대 논의","Saudi Arabia, Major Tech Companies Discuss Expanding Future AI Partnerships",https://news.google.com/rss/articles/CBMiqgFBVV95cUxOLWxaakNTTkdlY0dBYUlyRG5ORXN3TDZhUTN0VnFOWko3N24xTFBsOWgydXRoeUsyTVJscDA1U2lzUHN6X3dBYXdHNVphNW1vMzEzb01YcXJubDU4Q3Y0dk93Rl8tUnlaNm5YWUtuZW9yNVo3Rmd0aFZYNVdCRHptSWdYOEJCYzVpQkpzcXZIYXhvX2s2OFJMT2FTd0Nic1l5NktHcDRESlNsZw?oc=5,2026-02-04
오스트리아,BMF,2025-01-31,APA 템플릿,APA Template,https://news.google.com/rss/articles/CBMinAFBVV95cUxNRWNubmJrM2sxb0FpNERsVWJHX1pZbHJxenU0UXhoV1U3N1dWLUJRMmdrMWd3SDk1TEdWZVdibjdHSjk2ZjRESmtWMHdwZWUwZEtLa3Z0NkQxTGJvQm05ZXg5SWloa3RweTRMbjFYak9Rd2IzNlVuNTZQZmlXeFZIdXdoRkdDVDdxS3l5RDBsMW9RZjdJX0NBZ242SHk?oc=5,2026-02-04
오스트리아,BMF,2025-01-31,사이버가이드,CyberGuide,https://news.google.com/rss/articles/CBMipAFBVV95cUxONzJzVWgzU1A0bkZwU0VLZWJ1LWdhbTlIS2laOG1jLThIYTNzdG5vQk1WbUNJX1V5VUVwTHVPYWF5Q2VWcUVCbHFKNjBRbWxXUlRNLXVQYmRzRjNXdXlnWkg2bmJWS3pIUmFYNHY4NFlySHp2NXVyb0dBMUREUDd1MWhTTGtSVFl2TmxRck0tSDlZZlF3YXR4Tmc2VkFpSmhzOFJZaw?oc=5,2026-02-04
아일랜드,DETE,2025-01-30,니암 스미스,Niamh Smyth,https://news.google.com/rss/articles/CBMidEFVX3lxTE9xRmN1QVhDMFNzYktIRVdBTDV3RlA2amljMVpJemJDY0ttLXVrRkpIbFEyajVEVUJDMlR3Y0Y0Qmk3cDZ0akJtNEYyZ1RtUlJpekZpam9QTHh0TmlkOUZmLTZKWjh4Y2V0QmZCVGhaTF84ZjRq?oc=5,2026-02-04
미국,백악관,2025-01-23,인공 지능 분야에서 미국의 리더십에 대한 장벽 제거,REMOVING BARRIERS TO AMERICAN LEADERSHIP IN ARTIFICIAL INTELLIGENCE,https://news.google.com/rss/articles/CBMiwgFBVV95cUxQTEVzLTROZTVsT2h0cE5QSXFneFZBOHg2c2puanh4OUR3LW5IbHNYNnFLbXd3UzZqSnpYb2JEM1hlVmptTGw5VkwxRmdDaWEybDhUZVo4TERhNzNkcUVnYzlVZTFwMjVXSE9aMnU1bFltOUMzR0xaNVFpSXQ5VTZBSldGLTlqU3pSbTBQR1BJNlBUaV9rOW5RZ2tVdVMwOTVLLTlOcWNDRWFIZFhGbEp6RVZNRmtNbFRmSGNQUHR3ZVhJZw?oc=5,2026-02-04
