발행일,발행부처,문서종류,제목(영문),원문링크,문서번호
2025-11-25,Nuclear Regulatory Commission,Notice,Research Information Letter Report: Integrated Human Event Analysis System Dependency Analysis Guidance (IDHEAS-DEP),https://www.federalregister.gov/documents/2025/11/25/2025-20929/research-information-letter-report-integrated-human-event-analysis-system-dependency-analysis,2025-20929
2025-11-25,"Energy Department, Federal Energy Regulatory Commission",Notice,"Appalachian Power Company; Notice of Application for Recreation Management Plan Amendment Accepted for Filing, Soliciting Comments, Motions To Intervene, and Protests",https://www.federalregister.gov/documents/2025/11/25/2025-20928/appalachian-power-company-notice-of-application-for-recreation-management-plan-amendment-accepted,2025-20928
2025-11-25,"Transportation Department, Federal Aviation Administration",Rule,Airworthiness Directives; Airbus SAS Airplanes,https://www.federalregister.gov/documents/2025/11/25/2025-20927/airworthiness-directives-airbus-sas-airplanes,2025-20927
2025-11-25,"Energy Department, Federal Energy Regulatory Commission",Notice,"Lewis Ridge Pumped Storage, LLC; Notice of Scoping Period Requesting Comments on Environmental Issues for the Proposed Lewis Ridge Pumped Storage Project",https://www.federalregister.gov/documents/2025/11/25/2025-20926/lewis-ridge-pumped-storage-llc-notice-of-scoping-period-requesting-comments-on-environmental-issues,2025-20926
2025-11-25,"Transportation Department, Federal Aviation Administration",Rule,Airworthiness Directives; Airbus SAS Airplanes,https://www.federalregister.gov/documents/2025/11/25/2025-20925/airworthiness-directives-airbus-sas-airplanes,2025-20925
2025-11-25,"Transportation Department, Federal Aviation Administration",Rule,Airworthiness Directives; Airbus SAS Airplanes,https://www.federalregister.gov/documents/2025/11/25/2025-20924/airworthiness-directives-airbus-sas-airplanes,2025-20924
2025-11-25,"Energy Department, Federal Energy Regulatory Commission",Notice,"Robertson Power Company, LLC; Notice Extending Comment Period",https://www.federalregister.gov/documents/2025/11/25/2025-20923/robertson-power-company-llc-notice-extending-comment-period,2025-20923
2025-11-25,"Energy Department, Federal Energy Regulatory Commission",Notice,Combined Notice of Filings #1,https://www.federalregister.gov/documents/2025/11/25/2025-20922/combined-notice-of-filings-1,2025-20922
2025-11-25,"Transportation Department, Federal Aviation Administration",Rule,"Airworthiness Directives; Airbus Canada Limited Partnership (Type Certificate Previously Held by C Series Aircraft Limited Partnership (CSALP); Bombardier, Inc.) Airplanes",https://www.federalregister.gov/documents/2025/11/25/2025-20921/airworthiness-directives-airbus-canada-limited-partnership-type-certificate-previously-held-by-c,2025-20921
2025-11-25,"Energy Department, Federal Energy Regulatory Commission",Notice,Moxie Freedom LLC; Notice of Institution of Section 206 Proceeding and Refund Effective Date,https://www.federalregister.gov/documents/2025/11/25/2025-20920/moxie-freedom-llc-notice-of-institution-of-section-206-proceeding-and-refund-effective-date,2025-20920
2025-11-25,"Energy Department, Federal Energy Regulatory Commission",Notice,"Magnum Gas Storage, LLC; Notice of Revised Schedule for Environmental Review of the 2025 Amendment Project",https://www.federalregister.gov/documents/2025/11/25/2025-20919/magnum-gas-storage-llc-notice-of-revised-schedule-for-environmental-review-of-the-2025-amendment,2025-20919
2025-11-25,"Energy Department, Federal Energy Regulatory Commission",Notice,KEI (Maine) Power Management (III) LLC; Notice of Scoping Period Requesting Comments on Environmental Issues for the Proposed Barker Mill Upper Hydroelectric Project,https://www.federalregister.gov/documents/2025/11/25/2025-20918/kei-maine-power-management-iii-llc-notice-of-scoping-period-requesting-comments-on-environmental,2025-20918
2025-11-25,"Energy Department, Federal Energy Regulatory Commission",Notice,"Banister Hydro, Inc.; Notice of Scoping Period Requesting Comments on Environmental Issues for the Proposed Halifax Hydroelectric Project",https://www.federalregister.gov/documents/2025/11/25/2025-20917/banister-hydro-inc-notice-of-scoping-period-requesting-comments-on-environmental-issues-for-the,2025-20917
2025-11-25,"Energy Department, Federal Energy Regulatory Commission",Notice,"Pacific Gas & Electric Company; Notice of Application for Surrender of License and Non-Project Use of Project Lands, Accepted for Filing, Soliciting Comments, Motions To Intervene, and Protests",https://www.federalregister.gov/documents/2025/11/25/2025-20916/pacific-gas-and-electric-company-notice-of-application-for-surrender-of-license-and-non-project-use,2025-20916
2025-11-25,"Energy Department, Federal Energy Regulatory Commission",Notice,"Pacific Gas & Electric Company; Notice of Application for Non-Capacity Amendment of License Accepted for Filing, Soliciting Comments, Motions To Intervene, and Protests",https://www.federalregister.gov/documents/2025/11/25/2025-20915/pacific-gas-and-electric-company-notice-of-application-for-non-capacity-amendment-of-license,2025-20915
2025-11-25,"Energy Department, Federal Energy Regulatory Commission",Notice,"Transcontinental Gas Pipe Line Company, LLC; Notice of Availability of the Environmental Assessment for the Proposed Southeast Supply Enhancement Project",https://www.federalregister.gov/documents/2025/11/25/2025-20914/transcontinental-gas-pipe-line-company-llc-notice-of-availability-of-the-environmental-assessment,2025-20914
2025-11-25,"Energy Department, Federal Energy Regulatory Commission",Notice,Electronic Tariff Filings; Corrections to Etariff Tables,https://www.federalregister.gov/documents/2025/11/25/2025-20913/electronic-tariff-filings-corrections-to-etariff-tables,2025-20913
2025-11-25,"Energy Department, Federal Energy Regulatory Commission",Notice,"Florida Gas Transmission Company, LLC; Notice of Request Under Blanket Authorization and Establishing Intervention and Protest Deadline",https://www.federalregister.gov/documents/2025/11/25/2025-20912/florida-gas-transmission-company-llc-notice-of-request-under-blanket-authorization-and-establishing,2025-20912
2025-11-25,"Health and Human Services Department, Centers for Medicare & Medicaid Services",Notice,Notice of Medicaid Information Sharing Between the Centers for Medicare & Medicaid Services and the Department of Homeland Security,https://www.federalregister.gov/documents/2025/11/25/2025-20911/notice-of-medicaid-information-sharing-between-the-centers-for-medicare-and-medicaid-services-and,2025-20911
2025-11-25,"Transportation Department, Federal Aviation Administration",Rule,Airworthiness Directives; Airbus SAS Airplanes,https://www.federalregister.gov/documents/2025/11/25/2025-20910/airworthiness-directives-airbus-sas-airplanes,2025-20910
2025-11-25,"Health and Human Services Department, Centers for Medicare & Medicaid Services, Office of the Secretary",Rule,Medicare Program: Hospital Outpatient Prospective Payment and Ambulatory Surgical Center Payment Systems; Quality Reporting Programs; Overall Hospital Quality Star Rating; Hospital Price Transparency; and Notice of Closure of a Teaching Hospital and Opportunity To Apply for Available Slots,https://www.federalregister.gov/documents/2025/11/25/2025-20907/medicare-program-hospital-outpatient-prospective-payment-and-ambulatory-surgical-center-payment,2025-20907
2025-11-25,"Energy Department, Federal Energy Regulatory Commission",Proposed Rule,Duty of Candor,https://www.federalregister.gov/documents/2025/11/25/2025-20906/duty-of-candor,2025-20906
2025-11-25,Federal Communications Commission,Notice,Information Collection Being Reviewed by the Federal Communications Commission,https://www.federalregister.gov/documents/2025/11/25/2025-20905/information-collection-being-reviewed-by-the-federal-communications-commission,2025-20905
2025-11-25,"Transportation Department, Federal Aviation Administration",Notice,"Noise Compatibility Program for Hollywood Burbank Airport, Burbank, Los Angeles County, California",https://www.federalregister.gov/documents/2025/11/25/2025-20904/noise-compatibility-program-for-hollywood-burbank-airport-burbank-los-angeles-county-california,2025-20904
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20903/center-for-scientific-review-notice-of-closed-meetings,2025-20903
2025-11-25,"Energy Department, Federal Energy Regulatory Commission",Notice,Authorizations for Certain Post-Licensing Activities at Hydroelectric Projects,https://www.federalregister.gov/documents/2025/11/25/2025-20902/authorizations-for-certain-post-licensing-activities-at-hydroelectric-projects,2025-20902
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20901/center-for-scientific-review-notice-of-closed-meetings,2025-20901
2025-11-25,"Energy Department, Federal Energy Regulatory Commission",Proposed Rule,Supplemental Review of the Oil Pipeline Index Level,https://www.federalregister.gov/documents/2025/11/25/2025-20900/supplemental-review-of-the-oil-pipeline-index-level,2025-20900
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20899/center-for-scientific-review-notice-of-closed-meetings,2025-20899
2025-11-25,"Energy Department, Federal Energy Regulatory Commission",Proposed Rule,Authorizations for Certain Activities at Liquefied Natural Gas Plants,https://www.federalregister.gov/documents/2025/11/25/2025-20898/authorizations-for-certain-activities-at-liquefied-natural-gas-plants,2025-20898
2025-11-25,"Energy Department, Federal Energy Regulatory Commission",Proposed Rule,Safe Harbor Policy for Data Providers to Price Index Developers,https://www.federalregister.gov/documents/2025/11/25/2025-20897/safe-harbor-policy-for-data-providers-to-price-index-developers,2025-20897
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20896/center-for-scientific-review-notice-of-closed-meetings,2025-20896
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20895/center-for-scientific-review-notice-of-closed-meetings,2025-20895
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20894/center-for-scientific-review-notice-of-closed-meetings,2025-20894
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20893/center-for-scientific-review-notice-of-closed-meetings,2025-20893
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20892/center-for-scientific-review-notice-of-closed-meetings,2025-20892
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20891/center-for-scientific-review-notice-of-closed-meetings,2025-20891
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20890/center-for-scientific-review-notice-of-closed-meetings,2025-20890
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20889/center-for-scientific-review-notice-of-closed-meetings,2025-20889
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20888/center-for-scientific-review-notice-of-closed-meetings,2025-20888
2025-11-25,Postal Regulatory Commission,Notice,New Postal Products,https://www.federalregister.gov/documents/2025/11/25/2025-20887/new-postal-products,2025-20887
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20886/center-for-scientific-review-notice-of-closed-meetings,2025-20886
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20885/center-for-scientific-review-notice-of-closed-meetings,2025-20885
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20884/center-for-scientific-review-notice-of-closed-meetings,2025-20884
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20883/center-for-scientific-review-notice-of-closed-meetings,2025-20883
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meeting,https://www.federalregister.gov/documents/2025/11/25/2025-20882/center-for-scientific-review-notice-of-closed-meeting,2025-20882
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20881/center-for-scientific-review-notice-of-closed-meetings,2025-20881
2025-11-25,Securities and Exchange Commission,Notice,"Program for Allocation of Regulatory Responsibilities Pursuant to Rule 17d-2; Notice of Filing and Order Approving and Declaring Effective an Amendment to the Plan for the Allocation of Regulatory Responsibilities Between Cboe BZX Exchange, Inc., Cboe BYX Exchange, Inc., BOX Exchange LLC, Cboe Exchange, Inc., Cboe C2 Exchange, Inc., NYSE Texas, Inc., Cboe EDGA Exchange, Inc., Cboe EDGX Exchange, Inc., Financial Industry Regulatory Authority, Inc., Long-Term Stock Exchange, Inc., MEMX LLC, Nasdaq ISE, LLC, Nasdaq GEMX, LLC, Nasdaq MRX, LLC, Investors Exchange LLC, Miami International Securities Exchange, LLC, MIAX PEARL, LLC, MIAX Emerald, LLC, MIAX Sapphire, LLC, The Nasdaq Stock Market LLC, Nasdaq BX, Inc., Nasdaq PHLX LLC, NYSE National, Inc., New York Stock Exchange LLC, NYSE American LLC, NYSE Arca, Inc., Long-Term Stock Exchange, Inc., 24X National Exchange LLC, and Green Impact Exchange, LLC Concerning Covered Regulation NMS and Consolidated Audit Trail Rules",https://www.federalregister.gov/documents/2025/11/25/2025-20880/program-for-allocation-of-regulatory-responsibilities-pursuant-to-rule-17d-2-notice-of-filing-and,2025-20880
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20879/center-for-scientific-review-notice-of-closed-meetings,2025-20879
2025-11-25,Securities and Exchange Commission,Notice,"MA Specialty Credit Income Fund, et al.",https://www.federalregister.gov/documents/2025/11/25/2025-20878/ma-specialty-credit-income-fund-et-al,2025-20878
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20877/center-for-scientific-review-notice-of-closed-meetings,2025-20877
2025-11-25,National Aeronautics and Space Administration,Notice,Name of Information Collection: Flight Analog Projects (FAP) Crew Selection Questionnaire AGENCY: National Aeronautics and Space Administration (NASA).,https://www.federalregister.gov/documents/2025/11/25/2025-20876/name-of-information-collection-flight-analog-projects-fap-crew-selection-questionnaire-agency,2025-20876
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20875/center-for-scientific-review-notice-of-closed-meetings,2025-20875
2025-11-25,"Commerce Department, Industry and Security Bureau",Notice,Agency Information Collection Activities; Submission to the Office of Management and Budget (OMB) for Review and Approval; Comment Request; Inclusions to the Section 232 National Security Adjustments to Imports,https://www.federalregister.gov/documents/2025/11/25/2025-20874/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-omb-for,2025-20874
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20873/center-for-scientific-review-notice-of-closed-meetings,2025-20873
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20872/center-for-scientific-review-notice-of-closed-meetings,2025-20872
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20871/center-for-scientific-review-notice-of-closed-meetings,2025-20871
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20870/center-for-scientific-review-notice-of-closed-meetings,2025-20870
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20869/center-for-scientific-review-notice-of-closed-meetings,2025-20869
2025-11-25,"Energy Department, Federal Energy Regulatory Commission",Notice,Records Governing Off-the-Record Communications Public Notice,https://www.federalregister.gov/documents/2025/11/25/2025-20868/records-governing-off-the-record-communications-public-notice,2025-20868
2025-11-25,"Energy Department, Federal Energy Regulatory Commission",Notice,Records Governing Off-the-Record Communications Public Notice,https://www.federalregister.gov/documents/2025/11/25/2025-20867/records-governing-off-the-record-communications-public-notice,2025-20867
2025-11-25,"Energy Department, Federal Energy Regulatory Commission",Notice,Battenkill Hydro Associates; Notice of Scoping Period Requesting Comments on Environmental Issues for the Proposed Upper and Middle Greenwich Hydroelectric Projects,https://www.federalregister.gov/documents/2025/11/25/2025-20866/battenkill-hydro-associates-notice-of-scoping-period-requesting-comments-on-environmental-issues-for,2025-20866
2025-11-25,"Energy Department, Federal Energy Regulatory Commission",Notice,"American Efficient, LLC; Modern Energy Group LLC; MIH LLC; Midcontinent Energy LLC; Wylan Energy, L.L.C.; Affirmed Energy LLC; Updated Notice of Designation of Commission Staff as Non-Decisional",https://www.federalregister.gov/documents/2025/11/25/2025-20865/american-efficient-llc-modern-energy-group-llc-mih-llc-midcontinent-energy-llc-wylan-energy-llc,2025-20865
2025-11-25,"Energy Department, Federal Energy Regulatory Commission",Notice,"Rover Pipeline, LLC; Energy Transfer Partners, L.P.; Updated Notice of Designation of Commission Staff as Non-Decisional",https://www.federalregister.gov/documents/2025/11/25/2025-20864/rover-pipeline-llc-energy-transfer-partners-lp-updated-notice-of-designation-of-commission-staff-as,2025-20864
2025-11-25,"Energy Department, Federal Energy Regulatory Commission",Notice,Combined Notice of Filings,https://www.federalregister.gov/documents/2025/11/25/2025-20863/combined-notice-of-filings,2025-20863
2025-11-25,"Energy Department, Federal Energy Regulatory Commission",Notice,Combined Notice of Filings,https://www.federalregister.gov/documents/2025/11/25/2025-20862/combined-notice-of-filings,2025-20862
2025-11-25,"Energy Department, Federal Energy Regulatory Commission",Notice,Combined Notice of Filings #1,https://www.federalregister.gov/documents/2025/11/25/2025-20861/combined-notice-of-filings-1,2025-20861
2025-11-25,"Energy Department, Federal Energy Regulatory Commission",Notice,Combined Notice of Filings #1,https://www.federalregister.gov/documents/2025/11/25/2025-20860/combined-notice-of-filings-1,2025-20860
2025-11-25,"Energy Department, Federal Energy Regulatory Commission",Notice,Combined Notice of Filings #2,https://www.federalregister.gov/documents/2025/11/25/2025-20859/combined-notice-of-filings-2,2025-20859
2025-11-25,"Energy Department, Federal Energy Regulatory Commission",Notice,Combined Notice of Filings #1,https://www.federalregister.gov/documents/2025/11/25/2025-20858/combined-notice-of-filings-1,2025-20858
2025-11-25,"Energy Department, Federal Energy Regulatory Commission",Notice,Combined Notice of Filings #1,https://www.federalregister.gov/documents/2025/11/25/2025-20857/combined-notice-of-filings-1,2025-20857
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20856/center-for-scientific-review-notice-of-closed-meetings,2025-20856
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20855/center-for-scientific-review-notice-of-closed-meetings,2025-20855
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20854/center-for-scientific-review-notice-of-closed-meetings,2025-20854
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20853/center-for-scientific-review-notice-of-closed-meetings,2025-20853
2025-11-25,"Transportation Department, Federal Aviation Administration",Proposed Rule,Airworthiness Directives; Airbus Helicopters,https://www.federalregister.gov/documents/2025/11/25/2025-20852/airworthiness-directives-airbus-helicopters,2025-20852
2025-11-25,Labor Department,Notice,Agency Information Collection Activities; Submission for OMB Review; Comment Request; Required Elements of an Unemployment Insurance (UI) Reemployment Services and Eligibility Assessment (RESEA) Grant State Plan,https://www.federalregister.gov/documents/2025/11/25/2025-20851/agency-information-collection-activities-submission-for-omb-review-comment-request-required-elements,2025-20851
2025-11-25,Labor Department,Notice,Agency Information Collection Activities; Submission for OMB Review; Comment Request; National Medical Support Notice-Part B,https://www.federalregister.gov/documents/2025/11/25/2025-20850/agency-information-collection-activities-submission-for-omb-review-comment-request-national-medical,2025-20850
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20849/center-for-scientific-review-notice-of-closed-meetings,2025-20849
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20848/center-for-scientific-review-notice-of-closed-meetings,2025-20848
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20847/center-for-scientific-review-notice-of-closed-meetings,2025-20847
2025-11-25,"Interior Department, Fish and Wildlife Service",Notice,Draft Habitat Conservation Plan and Draft Categorical Exclusion; California Department of Water Resources Sutter and Sacramento Maintenance Yards Habitat Conservation Plan for Eight Elderberry Management Zones,https://www.federalregister.gov/documents/2025/11/25/2025-20846/draft-habitat-conservation-plan-and-draft-categorical-exclusion-california-department-of-water,2025-20846
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20845/center-for-scientific-review-notice-of-closed-meetings,2025-20845
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20844/center-for-scientific-review-notice-of-closed-meetings,2025-20844
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20843/center-for-scientific-review-notice-of-closed-meetings,2025-20843
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20842/center-for-scientific-review-notice-of-closed-meetings,2025-20842
2025-11-25,Nuclear Regulatory Commission,Notice,"Palisades Energy, LLC; Palisades Nuclear Plant; Exemption",https://www.federalregister.gov/documents/2025/11/25/2025-20841/palisades-energy-llc-palisades-nuclear-plant-exemption,2025-20841
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20840/center-for-scientific-review-notice-of-closed-meetings,2025-20840
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20839/center-for-scientific-review-notice-of-closed-meetings,2025-20839
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20838/center-for-scientific-review-notice-of-closed-meetings,2025-20838
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20837/center-for-scientific-review-notice-of-closed-meetings,2025-20837
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20820/center-for-scientific-review-notice-of-closed-meetings,2025-20820
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20819/center-for-scientific-review-notice-of-closed-meetings,2025-20819
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20818/center-for-scientific-review-notice-of-closed-meetings,2025-20818
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20817/center-for-scientific-review-notice-of-closed-meetings,2025-20817
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20816/center-for-scientific-review-notice-of-closed-meetings,2025-20816
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20815/center-for-scientific-review-notice-of-closed-meetings,2025-20815
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20814/center-for-scientific-review-notice-of-closed-meetings,2025-20814
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20813/center-for-scientific-review-notice-of-closed-meetings,2025-20813
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20812/center-for-scientific-review-notice-of-closed-meetings,2025-20812
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20811/center-for-scientific-review-notice-of-closed-meetings,2025-20811
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center For Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20810/center-for-scientific-review-notice-of-closed-meetings,2025-20810
2025-11-25,"Homeland Security Department, Office of the Secretary",Notice,"Determination Pursuant to Section 102 of the Illegal Immigration Reform and Immigrant Responsibility Act of 1996, as Amended",https://www.federalregister.gov/documents/2025/11/25/2025-20809/determination-pursuant-to-section-102-of-the-illegal-immigration-reform-and-immigrant-responsibility,2025-20809
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20808/center-for-scientific-review-notice-of-closed-meetings,2025-20808
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20807/center-for-scientific-review-notice-of-closed-meetings,2025-20807
2025-11-25,Health and Human Services Department,Notice,National Institutes of Health,https://www.federalregister.gov/documents/2025/11/25/2025-20806/national-institutes-of-health,2025-20806
2025-11-25,Veterans Affairs Department,Notice,Agency Information Collection Activity Under OMB Review: Clearance for A-11 Section 280 Improving Customer Experience Information Collection,https://www.federalregister.gov/documents/2025/11/25/2025-20805/agency-information-collection-activity-under-omb-review-clearance-for-a-11-section-280-improving,2025-20805
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20803/center-for-scientific-review-notice-of-closed-meetings,2025-20803
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20802/center-for-scientific-review-notice-of-closed-meetings,2025-20802
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meeting,https://www.federalregister.gov/documents/2025/11/25/2025-20801/center-for-scientific-review-notice-of-closed-meeting,2025-20801
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center For Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20800/center-for-scientific-review-notice-of-closed-meetings,2025-20800
