국가,기관,ICT 분류,발행일,제목,원문,링크,수집일
프랑스,Bercy,기타 ICT 일반,2024-06-17,"Trésor-Economics No. 341(2024년 4월), ""인공지능의 경제적 의미""","Trésor-Economics No. 341 (April 2024), ""The Economic Implications of Artificial Intelligence""",https://www.tresor.economie.gouv.fr/Articles/c29a855c-027b-44fa-b813-0cfce7679376/files/ed9240ac-7a91-42c2-b35e-d99c78d3f258,2026-02-04
프랑스,Bercy,2-3. 정책 및 거버넌스,2025-02-13,과거 산업정책의 교훈,Lessons from Past Industrial Policies,https://www.tresor.economie.gouv.fr/Articles/2025/02/13/lessons-from-past-industrial-policies,2026-02-04
프랑스,Bercy,2-3. 정책 및 거버넌스,2025-05-15,"Trésor-Economics No. 358(2025년 2월), ""과거 산업정책의 교훈""","Trésor-Economics No. 358 (February 2025), ""Lessons from Past Industrial Policies""",https://www.tresor.economie.gouv.fr/Articles/b680c502-8aba-41cc-8f20-f6cedb2746b5/files/93452757-579c-4a40-8d32-a122289b61eb,2026-02-04
프랑스,Bercy,기타 ICT 일반,2025-09-04,디지털 시대의 주목 경제,The Attention Economy in the Digital Age,https://www.tresor.economie.gouv.fr/Articles/2025/09/04/the-attention-economy-in-the-digital-age,2026-02-04
프랑스,DG Entreprises,2-3. 정책 및 거버넌스,2024-11-26,유럽의 산업 정책 도구인 유럽 공동 관심의 중요한 프로젝트,"Important Projects of Common European Interest, a European industrial policy tool",https://www.entreprises.gouv.fr/files/files/Publications/2024/themas/2024-themas-dge-n17-piiec-eng.pdf,2026-02-04
프랑스,DG Entreprises,2-3. 정책 및 거버넌스,2024-11-28,AI 기여 요청 - 효율성 규칙 및 규정을 위한 AI 2024년 11월 28일 프랑스 AI부에서 f의 지원을 받아,"Call for AI Contributions – AI for Efficiency Rules & Regulations On 28/11/2024, the French Ministry of AI, with support f",https://www.entreprises.gouv.fr/files/files/Espace-entreprises/Aide-financement/2024/20241128%20-%20AI%20for%20Efficiency%20-%20Rules%20and%20Regulations.pdf,2026-02-04
프랑스,DG Entreprises,기타 ICT 일반,2024-11-28,프랑스 2030: 내일의 도전에 대한 경제적 대응,France 2030 : une réponse économique aux enjeux de demain,https://www.entreprises.gouv.fr/files/files/Publications/2022/Themas/themas-dge-n5-vanglaise.pdf,2026-02-04
프랑스,DG Entreprises,4-3. 제조 및 기계,2025-04-04,"주제 27, 반도체: 세계화된 시장과 유럽의 의존","Théma 27, Les semi-conducteurs : un marché mondialisé et une dépendance européenne",https://www.entreprises.gouv.fr/files/files/Publications/2025/Th%C3%A9mas/20250404-thema-semiconducteur-version%20anglaise.pdf,2026-02-04
프랑스,DG Entreprises,2-3. 정책 및 거버넌스,2025-09-10,범위 규정,Scope Regulations,https://www.entreprises.gouv.fr/files/files/DGE/information-free-movement-goods/Toys.pdf,2026-02-04
핀란드,LVM,3-3. 플랫폼 및 권리,2024-04-25,글로벌 디지털 문제에서 EU의 리더십 강화,Strengthening the EU’s Leadership in Global Digital Affairs,https://lvm.fi/o/yja-generic-portlet/yja-api/vahva/documents/6341785,2026-02-04
핀란드,LVM,1-1. 인프라 및 네트워크,2025-03-06,핀란드의 통신 네트워크 정책을 구체화하는 프로젝트,TUUTTI project to shape Finland's communication network policy until 2037,https://lvm.fi/en/-/tuutti-project-to-shape-finland-s-communication-network-policy-until-2037,2026-02-04
핀란드,LVM,1-1. 인프라 및 네트워크,2025-06-17,"국가 6G 로드맵, 이동통신 기술 개발 및 구현 방향 제시",National 6G roadmap sets direction for development and implementation of mobile communication technologies,https://lvm.fi/en/-/national-6g-roadmap-sets-direction-for-development-and-implementation-of-mobile-communication-technologies,2026-02-04
핀란드,LVM,2-3. 정책 및 거버넌스,2026-01-29,정부는 EU 디지털 규제를 단순화하려는 위원회의 목표를 지지합니다.,Government supports Commission’s objective to simplify EU digital regulation,https://lvm.fi/en/-/government-supports-commission-s-objective-to-simplify-eu-digital-regulation,2026-02-04
핀란드,LVM,1-1. 인프라 및 네트워크,2026-01-29,핀란드의 안보와 경제 성장의 핵심인 통신 네트워크 - TUUTTI 프로젝트의 중간 검토 차트 진행 상황,Communication networks at heart of Finland’s security and economic growth – interim review charts progress of TUUTTI project,https://lvm.fi/en/-/communication-networks-at-heart-of-finland-s-security-and-economic-growth-interim-review-charts-progress-of-tuutti-project,2026-02-04
핀란드,MEE,2-3. 정책 및 거버넌스,2024-10-18,AI 규제,AI Regulation,https://tem.fi/en/ai-regulation,2026-02-04
핀란드,MEE,기타 ICT 일반,2024-11-13,EU AI 위원회 및 하위 그룹,EU AI Board and its sub-groups,https://tem.fi/en/eu-ai-board-and-its-sub-groups,2026-02-04
핀란드,MEE,1-3. 산업 융합 및 미래 기술,2025-04-24,전략: 양자 기술은 핀란드의 새로운 성장 원동력이자 지속 가능한 미래의 구축자입니다.,Strategy: quantum technology is Finland's new driver of growth and builder of a sustainable future,https://tem.fi/en/-/strategy-quantum-technology-is-finland-s-new-driver-of-growth-and-builder-of-a-sustainable-future,2026-02-04
핀란드,MEE,기타 ICT 일반,2025-05-06,출판,Julkaisu,https://tem.fi/julkaisu?pubid=URN:ISBN:978-952-327-644-4,2026-02-04
핀란드,MEE,기타 ICT 일반,2025-08-01,2025년 8월 2일부터 EU 인공지능법 적용,Application of EU Artificial Intelligence Act to begin on 2 August 2025,https://tem.fi/en/-/application-of-eu-artificial-intelligence-act-to-begin-on-2-august-2025,2026-02-04
호주,DISR,기타 ICT 일반,2024-10-21,AI와 ESG,AI and ESG,https://www.industry.gov.au/publications/ai-and-esg,2026-02-04
호주,DISR,기타 ICT 일반,2026-01-22,AI와 내부 커뮤니케이션,AI and Internal Communication,https://www.industry.gov.au/national-artificial-intelligence-centre/ai-event-calendar/ai-and-internal-communication,2026-02-04
호주,DISR,기타 ICT 일반,2026-01-22,AI PowerEd: 학교 서밋의 책임 있는 AI,AI PowerEd: Responsible AI in Schools Summit,https://www.industry.gov.au/national-artificial-intelligence-centre/ai-event-calendar/ai-powered-responsible-ai-schools-summit,2026-02-04
호주,DISR,3-3. 플랫폼 및 권리,2026-01-22,국가 AI 및 사이버 보안 리더십 서밋 2026,National AI & Cybersecurity Leadership Summit 2026,https://www.industry.gov.au/national-artificial-intelligence-centre/ai-event-calendar/national-ai-cybersecurity-leadership-summit-2026,2026-02-04
호주,DISR,기타 ICT 일반,2026-01-31,GovAI Summit 2026: AI 실행,GovAI Summit 2026: AI in Action,https://www.industry.gov.au/national-artificial-intelligence-centre/ai-event-calendar/govai-summit-2026-ai-action,2026-02-04
호주,DITRDCA,3-1. 엔터테인먼트 및 플랫폼,2024-12-16,가치 제안 콘텐츠를 작성하기 전에 이 양식을 작성하세요.,Value proposition Complete this form before writing any content,https://www.infrastructure.gov.au/sites/default/files/documents/nupc-urbis.pdf,2026-02-04
호주,DITRDCA,2-3. 정책 및 거버넌스,2025-01-16,2025년 1월 16일 콴타스 그룹의 대응 호주 영공 정책 성명 2025 콴타스 그룹(Qantas) 기회를 환영합니다,16 January 2025 QANTAS GROUP RESPONSE AUSTRALIAN AIRSPACE POLICY STATEMENT 2025 The Qantas Group (Qantas) welcomes the opportun,https://www.infrastructure.gov.au/sites/default/files/documents/daaps2025-qantas-group.pdf,2026-02-04
호주,DITRDCA,기타 ICT 일반,2025-02-26,인공지능 투명성 선언문,Artificial Intelligence Transparency Statement,https://www.infrastructure.gov.au/about-us/artificial-intelligence-transparency-statement,2026-02-04
호주,DITRDCA,2-3. 정책 및 거버넌스,2025-08-04,개인 정보 보호 정책,Privacy Policy,https://www.infrastructure.gov.au/sites/default/files/documents/privacy-policy-20250724.pdf,2026-02-04
호주,DITRDCA,기타 ICT 일반,2026-01-16,디지털 연결 표시기 매핑 도구에 대해 의견을 보내주세요,Have your say on the digital connectivity indicators mapping tool,https://www.infrastructure.gov.au/department/media/news/have-your-say-digital-connectivity-indicators-mapping-tool,2026-02-04
