발행일,발행부처,문서종류,제목(한글),제목(영문),원문링크
2025-03-12,Executive Office of the President,대통령문서,2025년 미국 인질 및 부당 구금자의 날,"U.S. Hostage and Wrongful Detainee Day, 2025",https://www.federalregister.gov/documents/2025/03/12/2025-04105/us-hostage-and-wrongful-detainee-day-2025
2025-03-12,Executive Office of the President,대통령문서,이란 관련 국가 비상사태 지속,Continuation of the National Emergency With Respect to Iran,https://www.federalregister.gov/documents/2025/03/12/2025-04104/continuation-of-the-national-emergency-with-respect-to-iran
2025-03-12,Executive Office of the President,대통령문서,공공 서비스 대출 면제 복원,Restoring Public Service Loan Forgiveness,https://www.federalregister.gov/documents/2025/03/12/2025-04103/restoring-public-service-loan-forgiveness
2025-03-12,Executive Office of the President,대통령문서,2026년 FIFA 월드컵을 위한 백악관 태스크포스 설립,Establishing the White House Task Force on the FIFA World Cup 2026,https://www.federalregister.gov/documents/2025/03/12/2025-04102/establishing-the-white-house-task-force-on-the-fifa-world-cup-2026
2025-03-12,Homeland Security Department,최종규칙(Rule),외국인 등록 양식 및 등록 증명서,Alien Registration Form and Evidence of Registration,https://www.federalregister.gov/documents/2025/03/12/2025-03944/alien-registration-form-and-evidence-of-registration
2025-03-12,Postal Service,최종규칙(Rule),아파트 묶음 확보,Securing Bundles of Flats,https://www.federalregister.gov/documents/2025/03/12/2025-03902/securing-bundles-of-flats
2025-03-12,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),"감항성 지침; De Havilland Aircraft of Canada Limited(Bombardier, Inc.가 이전에 보유하고 있는 형식 인증서)","Airworthiness Directives; De Havilland Aircraft of Canada Limited (Type Certificate Previously Held by Bombardier, Inc.) Airplanes",https://www.federalregister.gov/documents/2025/03/12/2025-03880/airworthiness-directives-de-havilland-aircraft-of-canada-limited-type-certificate-previously-held-by
2025-03-12,Federal Communications Commission,최종규칙(Rule),수감된 인민통신 서비스; 마사 라이트-리드법(Martha Wright-Reed Act) 시행; 주간 수감자 전화 서비스 요금,Incarcerated People's Communications Services; Implementation of the Martha Wright-Reed Act; Rates for Interstate Inmate Calling Services,https://www.federalregister.gov/documents/2025/03/12/2025-03142/incarcerated-peoples-communications-services-implementation-of-the-martha-wright-reed-act-rates-for
2025-03-11,Executive Office of the President,대통령문서,전략적 비트코인 ​​준비금 및 미국 디지털 자산 비축분의 설립,Establishment of the Strategic Bitcoin Reserve and United States Digital Asset Stockpile,https://www.federalregister.gov/documents/2025/03/11/2025-03992/establishment-of-the-strategic-bitcoin-reserve-and-united-states-digital-asset-stockpile
2025-03-11,Executive Office of the President,대통령문서,남부 국경을 통과하는 불법 마약 흐름을 해결하기 위한 의무 개정,Amendment to Duties To Address the Flow of Illicit Drugs Across Our Southern Border,https://www.federalregister.gov/documents/2025/03/11/2025-03991/amendment-to-duties-to-address-the-flow-of-illicit-drugs-across-our-southern-border
2025-03-11,Executive Office of the President,대통령문서,북부 국경을 통과하는 불법 약물 흐름을 해결하기 위한 의무 개정,Amendment to Duties To Address the Flow of Illicit Drugs Across Our Northern Border,https://www.federalregister.gov/documents/2025/03/11/2025-03990/amendment-to-duties-to-address-the-flow-of-illicit-drugs-across-our-northern-border
2025-03-11,Executive Office of the President,대통령문서,Perkins Coie LLP의 위험 해결,Addressing Risks From Perkins Coie LLP,https://www.federalregister.gov/documents/2025/03/11/2025-03989/addressing-risks-from-perkins-coie-llp
2025-03-11,Executive Office of the President,대통령문서,2025년 전국 소비자 보호 주간,"National Consumer Protection Week, 2025",https://www.federalregister.gov/documents/2025/03/11/2025-03948/national-consumer-protection-week-2025
2025-03-11,Executive Office of the President,대통령문서,2025년 여성 역사의 달,"Women's History Month, 2025",https://www.federalregister.gov/documents/2025/03/11/2025-03947/womens-history-month-2025
2025-03-11,Executive Office of the President,대통령문서,2025년 아일랜드계 미국인 문화유산의 달,"Irish-American Heritage Month, 2025",https://www.federalregister.gov/documents/2025/03/11/2025-03946/irish-american-heritage-month-2025
2025-03-11,Environmental Protection Agency,최종규칙(Rule),메타미트론; 살충제 내성,Metamitron; Pesticide Tolerances,https://www.federalregister.gov/documents/2025/03/11/2025-03872/metamitron-pesticide-tolerances
2025-03-11,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),"감항성 지침; Airbus Canada Limited Partnership(CSALP(C Series Aircraft Limited Partnership), Bombardier, Inc.가 이전에 보유한 형식 인증서)","Airworthiness Directives; Airbus Canada Limited Partnership (Type Certificate Previously Held by C Series Aircraft Limited Partnership (CSALP); Bombardier, Inc.) Airplanes",https://www.federalregister.gov/documents/2025/03/11/2025-03859/airworthiness-directives-airbus-canada-limited-partnership-type-certificate-previously-held-by-c
2025-03-11,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),감항성 지침; 에어버스 SAS 비행기,Airworthiness Directives; Airbus SAS Airplanes,https://www.federalregister.gov/documents/2025/03/11/2025-03858/airworthiness-directives-airbus-sas-airplanes
2025-03-11,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),"""미국 외 지역에 위치한 인증된 수리소 직원에 대한 약물 및 알코올 테스트, 정정""에 관한 시행 정책",Enforcement Policy Regarding “Drug and Alcohol Testing of Certificated Repair Station Employees Located Outside of the United States; Correction”,https://www.federalregister.gov/documents/2025/03/11/2025-03853/enforcement-policy-regarding-drug-and-alcohol-testing-of-certificated-repair-station-employees
2025-03-11,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),“항공기등록증 및 딜러증명서 전자발급”에 관한 시행정책,Enforcement Policy Regarding “Electronic Issuance of Aircraft Registration and Dealer Certificates”,https://www.federalregister.gov/documents/2025/03/11/2025-03852/enforcement-policy-regarding-electronic-issuance-of-aircraft-registration-and-dealer-certificates
2025-03-11,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),"""항공기 등록 및 기록 절차 업데이트: 원본 문서 및 스탬프""에 관한 시행 정책",Enforcement Policy Regarding “Aircraft Registration and Recordation Procedural Updates: Original Documents and Stamping”,https://www.federalregister.gov/documents/2025/03/11/2025-03851/enforcement-policy-regarding-aircraft-registration-and-recordation-procedural-updates-original
2025-03-11,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),“지역안전감독기관이 발행한 외국항공사 증명서”에 관한 시행정책,Enforcement Policy Regarding “Foreign Air Operator Certificates Issued by a Regional Safety Oversight Organization”,https://www.federalregister.gov/documents/2025/03/11/2025-03850/enforcement-policy-regarding-foreign-air-operator-certificates-issued-by-a-regional-safety-oversight
2025-03-11,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),"클래스 E 공역의 개정; 텍사스주 오스틴; E등급 공역 개설; 오스틴, 라고 비스타, 텍사스주 레이크웨이","Amendment of Class E Airspace; Austin, TX; Establishment of Class E Airspace; Austin, Lago Vista, and Lakeway, TX",https://www.federalregister.gov/documents/2025/03/11/2025-03848/amendment-of-class-e-airspace-austin-tx-establishment-of-class-e-airspace-austin-lago-vista-and
2025-03-11,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),"""동력 리프트 통합: 조종사 인증 및 운영, 회전익기 및 항공기 관련 기타 개정, 수정""에 관한 시행 정책",Enforcement Policy Regarding “Integration of Powered-Lift: Pilot Certification and Operations; Miscellaneous Amendments Related to Rotorcraft and Airplanes; Correction”,https://www.federalregister.gov/documents/2025/03/11/2025-03844/enforcement-policy-regarding-integration-of-powered-lift-pilot-certification-and-operations
2025-03-11,"Interior Department, Fish and Wildlife Service",최종규칙(Rule),멸종 위기에 처한 야생동물 및 식물; Scarlet Macaw 남부 아종의 북부 뚜렷한 개체군 세그먼트에 대한 외관 설명의 유사성,Endangered and Threatened Wildlife and Plants; Similarity of Appearance Explanation for the Northern Distinct Population Segment of the Southern Subspecies of Scarlet Macaw,https://www.federalregister.gov/documents/2025/03/11/2025-03818/endangered-and-threatened-wildlife-and-plants-similarity-of-appearance-explanation-for-the-northern
2025-03-11,Personnel Management Office,최종규칙(Rule),1970년 정부간 인사법에서 요구하는 공로 인사 시스템 사용 인증,Certifying the Use of a Merit Personnel System as Required by the Intergovernmental Personnel Act of 1970,https://www.federalregister.gov/documents/2025/03/11/2025-03799/certifying-the-use-of-a-merit-personnel-system-as-required-by-the-intergovernmental-personnel-act-of
2025-03-11,Federal Deposit Insurance Corporation,최종규칙(Rule),"FDIC 공식 표지판 및 광고 요건, 허위 광고, 보험 상태 허위 표시, FDIC 이름 또는 로고 오용","FDIC Official Signs and Advertising Requirements, False Advertising, Misrepresentation of Insured Status, and Misuse of the FDIC's Name or Logo",https://www.federalregister.gov/documents/2025/03/11/2025-03790/fdic-official-signs-and-advertising-requirements-false-advertising-misrepresentation-of-insured
2025-03-10,Executive Office of the President,대통령문서,조슬린 눈가레이(Jocelyn Nungaray)를 기리며,Honoring Jocelyn Nungaray,https://www.federalregister.gov/documents/2025/03/10/2025-03869/honoring-jocelyn-nungaray
2025-03-10,Federal Housing Finance Agency,최종규칙(Rule),"명령: 2024년 12월 31일 현재 규제 대상 기관의 스트레스 테스트 결과 보고, 요약 지침 및 지침","Orders: Reporting by Regulated Entities of Stress Testing Results as of December 31, 2024; Summary Instructions and Guidance",https://www.federalregister.gov/documents/2025/03/10/2025-03768/orders-reporting-by-regulated-entities-of-stress-testing-results-as-of-december-31-2024-summary
2025-03-10,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),클래스 E 공역의 개정; 노스캐롤라이나주 에덴턴,"Amendment of Class E Airspace; Edenton, NC",https://www.federalregister.gov/documents/2025/03/10/2025-03656/amendment-of-class-e-airspace-edenton-nc
2025-03-10,"Commerce Department, National Oceanic and Atmospheric Administration",최종규칙(Rule),알래스카 외곽의 배타적경제수역 어업; 베링해와 알류샨 열도의 명태 재배치,Fisheries of the Exclusive Economic Zone Off Alaska; Reallocation of Pollock in the Bering Sea and Aleutian Islands,https://www.federalregister.gov/documents/2025/03/10/2025-03627/fisheries-of-the-exclusive-economic-zone-off-alaska-reallocation-of-pollock-in-the-bering-sea-and
2025-03-07,Executive Office of the President,대통령문서,중화인민공화국 내 합성 오피오이드 공급망 관련 의무에 대한 추가 개정,Further Amendment to Duties Addressing the Synthetic Opioid Supply Chain in the People's Republic of China,https://www.federalregister.gov/documents/2025/03/07/2025-03775/further-amendment-to-duties-addressing-the-synthetic-opioid-supply-chain-in-the-peoples-republic-of
2025-03-07,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),감항성 지침; 에어버스 헬리콥터,Airworthiness Directives; Airbus Helicopters,https://www.federalregister.gov/documents/2025/03/07/2025-03698/airworthiness-directives-airbus-helicopters
2025-03-07,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),"표준 계기 접근 절차, 이륙 최소값 및 장애물 출발 절차 기타 수정 사항","Standard Instrument Approach Procedures, and Takeoff Minimums and Obstacle Departure Procedures; Miscellaneous Amendments",https://www.federalregister.gov/documents/2025/03/07/2025-03682/standard-instrument-approach-procedures-and-takeoff-minimums-and-obstacle-departure-procedures
2025-03-07,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),"표준 계기 접근 절차, 이륙 최소값 및 장애물 출발 절차 기타 수정 사항","Standard Instrument Approach Procedures, and Takeoff Minimums and Obstacle Departure Procedures; Miscellaneous Amendments",https://www.federalregister.gov/documents/2025/03/07/2025-03681/standard-instrument-approach-procedures-and-takeoff-minimums-and-obstacle-departure-procedures
2025-03-07,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),감항성 지침; 에어버스 헬리콥터 Deutschland GmbH 헬리콥터,Airworthiness Directives; Airbus Helicopters Deutschland GmbH Helicopters,https://www.federalregister.gov/documents/2025/03/07/2025-03619/airworthiness-directives-airbus-helicopters-deutschland-gmbh-helicopters
2025-03-07,Environmental Protection Agency,최종규칙(Rule),항공 계획 승인; SC; 주 전역 대기 오염 규칙 업데이트,Air Plan Approval; SC; Updates to the Cross-State Air Pollution Rule,https://www.federalregister.gov/documents/2025/03/07/2025-03609/air-plan-approval-sc-updates-to-the-cross-state-air-pollution-rule
2025-03-07,Federal Communications Commission,최종규칙(Rule),"라디오 방송 서비스; 에테테, 와이오밍","Radio Broadcasting Services; Ethete, Wyoming",https://www.federalregister.gov/documents/2025/03/07/2025-03593/radio-broadcasting-services-ethete-wyoming
2025-03-07,Energy Department,최종규칙(Rule),"에너지 절약 프로그램: 상업용 냉장고, 냉동고 및 냉장고-냉동고에 대한 에너지 절약 표준","Energy Conservation Program: Energy Conservation Standards for Commercial Refrigerators, Freezers, and Refrigerator-Freezers",https://www.federalregister.gov/documents/2025/03/07/2025-03465/energy-conservation-program-energy-conservation-standards-for-commercial-refrigerators-freezers-and
2025-03-07,Energy Department,최종규칙(Rule),에너지 절약 프로그램: 압축기 테스트 절차,Energy Conservation Program: Test Procedures for Compressors,https://www.federalregister.gov/documents/2025/03/07/2025-03464/energy-conservation-program-test-procedures-for-compressors
2025-03-07,Federal Communications Commission,최종규칙(Rule),비연방 우주 발사 작전을 위한 스펙트럼 할당,Allocation of Spectrum for Non-Federal Space Launch Operations,https://www.federalregister.gov/documents/2025/03/07/2025-02961/allocation-of-spectrum-for-non-federal-space-launch-operations
2025-03-06,Executive Office of the President,대통령문서,남부 국경 상황을 해결하기 위한 의무 개정안,Amendment to Duties To Address the Situation at Our Southern Border,https://www.federalregister.gov/documents/2025/03/06/2025-03729/amendment-to-duties-to-address-the-situation-at-our-southern-border
2025-03-06,Executive Office of the President,대통령문서,북부 국경을 통과하는 불법 약물 흐름을 해결하기 위한 의무 개정,Amendment to Duties To Address the Flow of Illicit Drugs Across Our Northern Border,https://www.federalregister.gov/documents/2025/03/06/2025-03728/amendment-to-duties-to-address-the-flow-of-illicit-drugs-across-our-northern-border
2025-03-06,Executive Office of the President,대통령문서,미국 목재 생산의 즉각적인 확장,Immediate Expansion of American Timber Production,https://www.federalregister.gov/documents/2025/03/06/2025-03695/immediate-expansion-of-american-timber-production
2025-03-06,Executive Office of the President,대통령문서,영어를 미국의 공식 언어로 지정,Designating English as the Official Language of the United States,https://www.federalregister.gov/documents/2025/03/06/2025-03694/designating-english-as-the-official-language-of-the-united-states
2025-03-06,Executive Office of the President,대통령문서,"목재, 목재 및 그 파생 제품 수입으로 인한 국가 안보 위협 해결","Addressing the Threat to National Security From Imports of Timber, Lumber, and Their Derivative Products",https://www.federalregister.gov/documents/2025/03/06/2025-03693/addressing-the-threat-to-national-security-from-imports-of-timber-lumber-and-their-derivative
2025-03-06,"Commerce Department, National Oceanic and Atmospheric Administration",최종규칙(Rule),매그너슨-스티븐스법 조항; 서해안 주 외 어업; 태평양 연안 해저 어업; 2025-2026 격년 사양 및 관리 조치; 시즌 조정,Magnuson-Stevens Act Provisions; Fisheries Off West Coast States; Pacific Coast Groundfish Fishery; 2025-2026 Biennial Specifications and Management Measures; Inseason Adjustments,https://www.federalregister.gov/documents/2025/03/06/2025-03556/magnuson-stevens-act-provisions-fisheries-off-west-coast-states-pacific-coast-groundfish-fishery
2025-03-06,Federal Communications Commission,최종규칙(Rule),"6GHz 대역의 무면허 사용, 3.7~24GHz 사이의 중간 대역 스펙트럼에서 유연한 사용 확장",Unlicensed Use of the 6 GHz Band; Expanding Flexible Use in Mid-Band Spectrum Between 3.7 and 24 GHz,https://www.federalregister.gov/documents/2025/03/06/2025-02962/unlicensed-use-of-the-6-ghz-band-expanding-flexible-use-in-mid-band-spectrum-between-37-and-24-ghz
2025-03-05,Council on Environmental Quality,최종규칙(Rule),국가환경정책법 시행규칙 폐지,Removal of National Environmental Policy Act Implementing Regulations,https://www.federalregister.gov/documents/2025/03/05/C1-2025-03014/removal-of-national-environmental-policy-act-implementing-regulations
2025-03-05,"Commerce Department, National Oceanic and Atmospheric Administration",최종규칙(Rule),대서양 이동성이 높은 종; 대서양 참다랑어 어업; 2025년 1~3월 일반어업 폐쇄,Atlantic Highly Migratory Species; Atlantic Bluefin Tuna Fisheries; Closure of the General Category January Through March Fishery for 2025,https://www.federalregister.gov/documents/2025/03/05/2025-03549/atlantic-highly-migratory-species-atlantic-bluefin-tuna-fisheries-closure-of-the-general-category
2025-03-05,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),"감항성 지침; Airbus Canada Limited Partnership(CSALP(C Series Aircraft Limited Partnership), Bombardier, Inc.가 이전에 보유한 형식 인증서)","Airworthiness Directives; Airbus Canada Limited Partnership (Type Certificate Previously Held by C Series Aircraft Limited Partnership (CSALP); Bombardier, Inc.) Airplanes",https://www.federalregister.gov/documents/2025/03/05/2025-03548/airworthiness-directives-airbus-canada-limited-partnership-type-certificate-previously-held-by-c
2025-03-05,"Commerce Department, National Oceanic and Atmospheric Administration",최종규칙(Rule),대서양 이동성이 높은 종; 대서양 참다랑어 어업; 2025년 낚시 카테고리 남부 트로피 어업 폐쇄,Atlantic Highly Migratory Species; Atlantic Bluefin Tuna Fisheries; Closure of the Angling Category Southern Area Trophy Fishery for 2025,https://www.federalregister.gov/documents/2025/03/05/2025-03544/atlantic-highly-migratory-species-atlantic-bluefin-tuna-fisheries-closure-of-the-angling-category
2025-03-05,"Commerce Department, National Oceanic and Atmospheric Administration",최종규칙(Rule),알래스카 외곽의 배타적경제수역 어업; 알래스카 만 중앙 규제 지역에서 트롤 장비를 사용하는 포수선의 태평양 대구,Fisheries of the Exclusive Economic Zone Off Alaska; Pacific Cod by Catcher Vessels Using Trawl Gear in the Central Regulatory Area of the Gulf of Alaska,https://www.federalregister.gov/documents/2025/03/05/2025-03538/fisheries-of-the-exclusive-economic-zone-off-alaska-pacific-cod-by-catcher-vessels-using-trawl-gear
2025-03-05,"Commerce Department, National Oceanic and Atmospheric Administration",최종규칙(Rule),알래스카 외곽의 배타적경제수역 어업; 베링해 및 알류샨 열도 관리 지역에서 후크 앤 라인 또는 포트 기어를 사용하여 전체 길이가 60피트(18.3미터) 미만인 포획선에 의한 태평양 대구,Fisheries of the Exclusive Economic Zone Off Alaska; Pacific Cod by Catcher Vessels Less Than 60 Feet (18.3 Meters) Length Overall Using Hook-and-Line or Pot Gear in the Bering Sea and Aleutian Islands Management Area,https://www.federalregister.gov/documents/2025/03/05/2025-03535/fisheries-of-the-exclusive-economic-zone-off-alaska-pacific-cod-by-catcher-vessels-less-than-60-feet
2025-03-05,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),클래스 E 공역의 개정; 노스캐롤라이나주 아호스키,"Amendment of Class E Airspace; Ahoskie, NC",https://www.federalregister.gov/documents/2025/03/05/2025-03533/amendment-of-class-e-airspace-ahoskie-nc
2025-03-05,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),특수 조건: Universal Avionics; 무단 외부 접근으로부터 전자 시스템 보안 보호,Special Conditions: Universal Avionics; Electronic System Security Protection From Unauthorized External Access,https://www.federalregister.gov/documents/2025/03/05/2025-03493/special-conditions-universal-avionics-electronic-system-security-protection-from-unauthorized
2025-03-05,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),"VOR Federal Airways V-68, V-76, V-212, V-222, V-558 및 산업 인근 지역의 미국 지역 항로 T-220(TX) 개정","Amendment of VOR Federal Airways V-68, V-76, V-212, V-222, and V-558, and United States Area Navigation Route T-220 in the Vicinity of Industry, TX",https://www.federalregister.gov/documents/2025/03/05/2025-03482/amendment-of-vor-federal-airways-v-68-v-76-v-212-v-222-and-v-558-and-united-states-area-navigation
2025-03-05,Federal Communications Commission,최종규칙(Rule),광대역 서비스 가능 위치 패브릭,Broadband Serviceable Location Fabric,https://www.federalregister.gov/documents/2025/03/05/2025-03344/broadband-serviceable-location-fabric
2025-03-05,Environmental Protection Agency,최종규칙(Rule),국가 우선순위 목록에서 삭제,Deletion From the National Priorities List,https://www.federalregister.gov/documents/2025/03/05/2025-03227/deletion-from-the-national-priorities-list
2025-03-04,"Agriculture Department, Rural Housing Service",최종규칙(Rule),제조 주택 조항 업데이트; 보정,Updating Manufactured Housing Provisions; Correction,https://www.federalregister.gov/documents/2025/03/04/2025-03504/updating-manufactured-housing-provisions-correction
2025-03-04,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),"감항성 지침; CFM International, S.A. 엔진","Airworthiness Directives; CFM International, S.A. Engines",https://www.federalregister.gov/documents/2025/03/04/2025-03459/airworthiness-directives-cfm-international-sa-engines
2025-03-04,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),"감항성 지침; Bombardier, Inc., 비행기","Airworthiness Directives; Bombardier, Inc., Airplanes",https://www.federalregister.gov/documents/2025/03/04/2025-03456/airworthiness-directives-bombardier-inc-airplanes
2025-03-04,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),감항성 지침; 에어버스 SAS 비행기,Airworthiness Directives; Airbus SAS Airplanes,https://www.federalregister.gov/documents/2025/03/04/2025-03455/airworthiness-directives-airbus-sas-airplanes
2025-03-04,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),감항성 지침; Schempp-Hirth Flugzeugbau GmbH 글라이더,Airworthiness Directives; Schempp-Hirth Flugzeugbau GmbH Gliders,https://www.federalregister.gov/documents/2025/03/04/2025-03442/airworthiness-directives-schempp-hirth-flugzeugbau-gmbh-gliders
2025-03-04,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),감항성 지침; 프랫 앤 휘트니 엔진,Airworthiness Directives; Pratt & Whitney Engines,https://www.federalregister.gov/documents/2025/03/04/2025-03441/airworthiness-directives-pratt-and-whitney-engines
2025-03-04,"Transportation Department, Federal Highway Administration",최종규칙(Rule),제조된 제품에 대한 미국 요구 사항 구매,Buy America Requirements for Manufactured Products,https://www.federalregister.gov/documents/2025/03/04/2025-03402/buy-america-requirements-for-manufactured-products
2025-03-04,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),감항성 지침; 보잉 회사 비행기,Airworthiness Directives; The Boeing Company Airplanes,https://www.federalregister.gov/documents/2025/03/04/2025-03401/airworthiness-directives-the-boeing-company-airplanes
2025-03-04,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),감항성 지침; 보잉 회사 비행기,Airworthiness Directives; The Boeing Company Airplanes,https://www.federalregister.gov/documents/2025/03/04/2025-03396/airworthiness-directives-the-boeing-company-airplanes
2025-03-04,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),감항성 지침; 보잉 회사 비행기,Airworthiness Directives; The Boeing Company Airplanes,https://www.federalregister.gov/documents/2025/03/04/2025-03395/airworthiness-directives-the-boeing-company-airplanes
2025-03-04,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),감항성 지침; 일반 전기 회사 엔진,Airworthiness Directives; General Electric Company Engines,https://www.federalregister.gov/documents/2025/03/04/2025-03383/airworthiness-directives-general-electric-company-engines
2025-03-04,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),"표준 계기 접근 절차, 이륙 최소값 및 장애물 출발 절차 기타 수정 사항","Standard Instrument Approach Procedures, and Takeoff Minimums and Obstacle Departure Procedures; Miscellaneous Amendments",https://www.federalregister.gov/documents/2025/03/04/2025-03367/standard-instrument-approach-procedures-and-takeoff-minimums-and-obstacle-departure-procedures
2025-03-04,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),"표준 계기 접근 절차, 이륙 최소값 및 장애물 출발 절차 기타 수정 사항","Standard Instrument Approach Procedures, and Takeoff Minimums and Obstacle Departure Procedures; Miscellaneous Amendments",https://www.federalregister.gov/documents/2025/03/04/2025-03366/standard-instrument-approach-procedures-and-takeoff-minimums-and-obstacle-departure-procedures
2025-03-04,Securities and Exchange Commission,최종규칙(Rule),미국 국채에 대한 대상 청산 기관 표준 준수 날짜 연장 및 미국 국채와 관련된 브로커-딜러 고객 보호 규칙 적용,Extension of Compliance Dates for Standards for Covered Clearing Agencies for U.S. Treasury Securities and Application of the Broker-Dealer Customer Protection Rule With Respect to U.S. Treasury Securities,https://www.federalregister.gov/documents/2025/03/04/2025-03351/extension-of-compliance-dates-for-standards-for-covered-clearing-agencies-for-us-treasury-securities
2025-03-03,Executive Office of the President,대통령문서,"대통령의 ""정부 효율성부"" 비용 효율성 이니셔티브 구현","Implementing the President's ""Department of Government Efficiency"" Cost Efficiency Initiative",https://www.federalregister.gov/documents/2025/03/03/2025-03527/implementing-the-presidents-department-of-government-efficiency-cost-efficiency-initiative
2025-03-03,Housing and Urban Development Department,최종규칙(Rule),공정 주택 개정을 적극적으로 추진,Affirmatively Furthering Fair Housing Revisions,https://www.federalregister.gov/documents/2025/03/03/2025-03360/affirmatively-furthering-fair-housing-revisions
2025-03-03,"Transportation Department, National Highway Traffic Safety Administration",최종규칙(Rule),자동차안전법 내부고발자 규정 이행,Implementing the Whistleblower Provisions of the Vehicle Safety Act,https://www.federalregister.gov/documents/2025/03/03/2025-03355/implementing-the-whistleblower-provisions-of-the-vehicle-safety-act
2025-03-03,"Transportation Department, National Highway Traffic Safety Administration",최종규칙(Rule),"연방 자동차 안전 표준; 어린이 안전 장치 시스템, 어린이 안전 장치 고정 시스템, 참조로 통합; 보정","Federal Motor Vehicle Safety Standards; Child Restraint Systems, Child Restraint Anchorage Systems, Incorporation by Reference; Correction",https://www.federalregister.gov/documents/2025/03/03/2025-03348/federal-motor-vehicle-safety-standards-child-restraint-systems-child-restraint-anchorage-systems
2025-03-03,"Transportation Department, National Highway Traffic Safety Administration",최종규칙(Rule),연방 자동차 안전 표준; 버스 롤오버 구조적 무결성,Federal Motor Vehicle Safety Standards; Bus Rollover Structural Integrity,https://www.federalregister.gov/documents/2025/03/03/2025-03347/federal-motor-vehicle-safety-standards-bus-rollover-structural-integrity
2025-03-03,"Health and Human Services Department, Office of the Secretary",최종규칙(Rule),행정절차법 본문 준수에 관한 정책,Policy on Adhering to the Text of the Administrative Procedure Act,https://www.federalregister.gov/documents/2025/03/03/2025-03300/policy-on-adhering-to-the-text-of-the-administrative-procedure-act
2025-03-03,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),"클래스 E 공역의 개정; 텍사스주 오스틴; E등급 공역 개설; 오스틴, 라고 비스타, 텍사스주 레이크웨이","Amendment of Class E Airspace; Austin, TX; Establishment of Class E Airspace; Austin, Lago Vista, and Lakeway, TX",https://www.federalregister.gov/documents/2025/03/03/2025-03289/amendment-of-class-e-airspace-austin-tx-establishment-of-class-e-airspace-austin-lago-vista-and
2025-03-03,Environmental Protection Agency,최종규칙(Rule),유해 폐기물 관리 시스템; 유해 폐기물의 식별 및 목록,Hazardous Waste Management System; Identification and Listing of Hazardous Waste,https://www.federalregister.gov/documents/2025/03/03/2025-03272/hazardous-waste-management-system-identification-and-listing-of-hazardous-waste
2025-03-03,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),"E등급 공역 개설; 윈저, 노스캐롤라이나","Establishment of Class E Airspace; Windsor, NC",https://www.federalregister.gov/documents/2025/03/03/2025-03258/establishment-of-class-e-airspace-windsor-nc
2025-03-03,Farm Credit Administration,최종규칙(Rule),규제 부담에 관한 성명,Statement on Regulatory Burden,https://www.federalregister.gov/documents/2025/03/03/2025-03172/statement-on-regulatory-burden
2025-02-28,Executive Office of the President,대통령문서,베네수엘라 관련 국가 비상사태 지속,Continuation of the National Emergency With Respect to Venezuela,https://www.federalregister.gov/documents/2025/02/28/2025-03463/continuation-of-the-national-emergency-with-respect-to-venezuela
2025-02-28,Executive Office of the President,대통령문서,우크라이나 관련 국가 비상사태 지속,Continuation of the National Emergency With Respect to Ukraine,https://www.federalregister.gov/documents/2025/02/28/2025-03462/continuation-of-the-national-emergency-with-respect-to-ukraine
2025-02-28,Executive Office of the President,대통령문서,명확하고 정확하며 실행 가능한 의료 가격 정보로 환자의 역량을 강화하여 미국을 다시 건강하게 만듭니다.,"Making America Healthy Again by Empowering Patients With Clear, Accurate, and Actionable Healthcare Pricing Information",https://www.federalregister.gov/documents/2025/02/28/2025-03440/making-america-healthy-again-by-empowering-patients-with-clear-accurate-and-actionable-healthcare
