발행일,문서종류,관련부처,제목(한글),제목(영문),원문링크
2025-04-07,Presidential Document,Executive Office of the President,저가 수입품에 적용되는 중화인민공화국의 합성 오피오이드 공급망 관련 관세에 대한 추가 개정,Further Amendment to Duties Addressing the Synthetic Opioid Supply Chain in the People's Republic of China as Applied to Low-Value Imports,https://www.federalregister.gov/documents/2025/04/07/2025-06027/further-amendment-to-duties-addressing-the-synthetic-opioid-supply-chain-in-the-peoples-republic-of
2025-04-07,Presidential Document,Executive Office of the President,2025년 세계 자폐증 인식의 날,"World Autism Awareness Day, 2025",https://www.federalregister.gov/documents/2025/04/07/2025-06026/world-autism-awareness-day-2025
2025-04-03,Presidential Document,Executive Office of the President,미국으로의 자동차 및 자동차 부품 수입 조정,Adjusting Imports of Automobiles and Automobile Parts Into the United States,https://www.federalregister.gov/documents/2025/04/03/2025-05930/adjusting-imports-of-automobiles-and-automobile-parts-into-the-united-states
2025-04-03,Presidential Document,Executive Office of the President,미국 투자 액셀러레이터 설립,Establishing the United States Investment Accelerator,https://www.federalregister.gov/documents/2025/04/03/2025-05908/establishing-the-united-states-investment-accelerator
2025-04-03,Presidential Document,Executive Office of the President,라이브 엔터테인먼트 시장의 불공정 관행 퇴치,Combating Unfair Practices in the Live Entertainment Market,https://www.federalregister.gov/documents/2025/04/03/2025-05906/combating-unfair-practices-in-the-live-entertainment-market
2025-04-03,Presidential Document,Executive Office of the President,WilmerHale의 위험 해결,Addressing Risks From WilmerHale,https://www.federalregister.gov/documents/2025/04/03/2025-05845/addressing-risks-from-wilmerhale
2025-04-03,Presidential Document,Executive Office of the President,미국 역사의 진실과 온전함을 회복하기,Restoring Truth and Sanity to American History,https://www.federalregister.gov/documents/2025/04/03/2025-05838/restoring-truth-and-sanity-to-american-history
2025-04-03,Presidential Document,Executive Office of the President,컬럼비아 특별구를 안전하고 아름답게 만들기,Making the District of Columbia Safe and Beautiful,https://www.federalregister.gov/documents/2025/04/03/2025-05837/making-the-district-of-columbia-safe-and-beautiful
2025-04-03,Presidential Document,Executive Office of the President,연방 노사 관계 프로그램에서 제외,Exclusions From Federal Labor-Management Relations Programs,https://www.federalregister.gov/documents/2025/04/03/2025-05836/exclusions-from-federal-labor-management-relations-programs
2025-03-28,Presidential Document,Executive Office of the President,"사기, 낭비 및 남용으로부터 미국의 은행 계좌를 보호합니다.","Protecting America's Bank Account Against Fraud, Waste, and Abuse",https://www.federalregister.gov/documents/2025/03/28/2025-05524/protecting-americas-bank-account-against-fraud-waste-and-abuse
2025-03-28,Presidential Document,Executive Office of the President,미국 선거의 무결성 보존 및 보호,Preserving and Protecting the Integrity of American Elections,https://www.federalregister.gov/documents/2025/03/28/2025-05523/preserving-and-protecting-the-integrity-of-american-elections
2025-03-28,Presidential Document,Executive Office of the President,미국 은행 계좌와의 결제 현대화,Modernizing Payments To and From America's Bank Account,https://www.federalregister.gov/documents/2025/03/28/2025-05522/modernizing-payments-to-and-from-americas-bank-account
2025-03-28,Presidential Document,Executive Office of the President,Jenner & Block의 위험 해결,Addressing Risks From Jenner & Block,https://www.federalregister.gov/documents/2025/03/28/2025-05519/addressing-risks-from-jenner-and-block
2025-03-27,Presidential Document,Executive Office of the President,베네수엘라 석유 수입국에 관세 부과,Imposing Tariffs on Countries Importing Venezuelan Oil,https://www.federalregister.gov/documents/2025/03/27/2025-05440/imposing-tariffs-on-countries-importing-venezuelan-oil
2025-03-27,Presidential Document,Executive Office of the President,"그리스 독립기념일: 그리스와 미국 민주주의를 기념하는 국경일, 2025","Greek Independence Day: A National Day of Celebration of Greek and American Democracy, 2025",https://www.federalregister.gov/documents/2025/03/27/2025-05414/greek-independence-day-a-national-day-of-celebration-of-greek-and-american-democracy-2025
2025-03-26,Presidential Document,Executive Office of the President,Paul Weiss의 시정 조치 해결,Addressing Remedial Action by Paul Weiss,https://www.federalregister.gov/documents/2025/03/26/2025-05291/addressing-remedial-action-by-paul-weiss
2025-03-25,Presidential Document,Executive Office of the President,연방 인력의 적합성과 적합성 강화,Strengthening the Suitability and Fitness of the Federal Workforce,https://www.federalregister.gov/documents/2025/03/25/2025-05217/strengthening-the-suitability-and-fitness-of-the-federal-workforce
2025-03-25,Presidential Document,Executive Office of the President,"정보 사일로를 제거하여 낭비, 사기, 남용 방지","Stopping Waste, Fraud, and Abuse by Eliminating Information Silos",https://www.federalregister.gov/documents/2025/03/25/2025-05214/stopping-waste-fraud-and-abuse-by-eliminating-information-silos
2025-03-25,Presidential Document,Executive Office of the President,"부모, 주, 지역사회에 힘을 실어 교육 결과 개선","Improving Education Outcomes by Empowering Parents, States, and Communities",https://www.federalregister.gov/documents/2025/03/25/2025-05213/improving-education-outcomes-by-empowering-parents-states-and-communities
2025-03-25,Presidential Document,Executive Office of the President,미국의 광물 생산량을 늘리기 위한 즉각적인 조치,Immediate Measures To Increase American Mineral Production,https://www.federalregister.gov/documents/2025/03/25/2025-05212/immediate-measures-to-increase-american-mineral-production
2025-03-25,Presidential Document,Executive Office of the President,조달 통합을 통해 폐기물을 제거하고 납세자의 세금을 절약합니다.,Eliminating Waste and Saving Taxpayer Dollars by Consolidating Procurement,https://www.federalregister.gov/documents/2025/03/25/2025-05197/eliminating-waste-and-saving-taxpayer-dollars-by-consolidating-procurement
2025-03-25,Presidential Document,Executive Office of the President,"패트릭 헨리의 ""자유가 아니면 죽음을 달라!"" 250주년 기념작입니다. 연설","250th Anniversary of Patrick Henry's ""Give Me Liberty, Or Give Me Death!"" Speech",https://www.federalregister.gov/documents/2025/03/25/2025-05150/250th-anniversary-of-patrick-henrys-give-me-liberty-or-give-me-death-speech
2025-03-21,Presidential Document,Executive Office of the President,주정부 및 지방정부의 대비를 통해 효율성 달성,Achieving Efficiency Through State and Local Preparedness,https://www.federalregister.gov/documents/2025/03/21/2025-04973/achieving-efficiency-through-state-and-local-preparedness
2025-03-21,Presidential Document,Executive Office of the President,2025년 전국 독극물 예방 주간,"National Poison Prevention Week, 2025",https://www.federalregister.gov/documents/2025/03/21/2025-04972/national-poison-prevention-week-2025
2025-03-21,Presidential Document,Executive Office of the President,2025년 전국 농업의 날,"National Agriculture Day, 2025",https://www.federalregister.gov/documents/2025/03/21/2025-04970/national-agriculture-day-2025
2025-03-20,Presidential Document,Executive Office of the President,2022년 통합지휘계획 개정,Revisions to the 2022 Unified Command Plan,https://www.federalregister.gov/documents/2025/03/20/2025-04869/revisions-to-the-2022-unified-command-plan
2025-03-20,Presidential Document,Executive Office of the President,연방 관료주의의 지속적인 축소,Continuing the Reduction of the Federal Bureaucracy,https://www.federalregister.gov/documents/2025/03/20/2025-04868/continuing-the-reduction-of-the-federal-bureaucracy
2025-03-20,Presidential Document,Executive Office of the President,Paul Weiss의 위험 해결,Addressing Risks From Paul Weiss,https://www.federalregister.gov/documents/2025/03/20/2025-04867/addressing-risks-from-paul-weiss
2025-03-20,Presidential Document,Executive Office of the President,유해한 행정 명령 및 조치의 추가 철회,Additional Rescissions of Harmful Executive Orders and Actions,https://www.federalregister.gov/documents/2025/03/20/2025-04866/additional-rescissions-of-harmful-executive-orders-and-actions
2025-03-20,Presidential Document,Executive Office of the President,Tren de Aragua의 미국 침공에 관한 외계 적법 발동,Invocation of the Alien Enemies Act Regarding the Invasion of the United States by Tren de Aragua,https://www.federalregister.gov/documents/2025/03/20/2025-04865/invocation-of-the-alien-enemies-act-regarding-the-invasion-of-the-united-states-by-tren-de-aragua
2025-03-12,Presidential Document,Executive Office of the President,2025년 미국 인질 및 부당 구금자의 날,"U.S. Hostage and Wrongful Detainee Day, 2025",https://www.federalregister.gov/documents/2025/03/12/2025-04105/us-hostage-and-wrongful-detainee-day-2025
2025-03-12,Presidential Document,Executive Office of the President,공공 서비스 대출 면제 복원,Restoring Public Service Loan Forgiveness,https://www.federalregister.gov/documents/2025/03/12/2025-04103/restoring-public-service-loan-forgiveness
2025-03-12,Presidential Document,Executive Office of the President,2026년 FIFA 월드컵을 위한 백악관 태스크포스 설립,Establishing the White House Task Force on the FIFA World Cup 2026,https://www.federalregister.gov/documents/2025/03/12/2025-04102/establishing-the-white-house-task-force-on-the-fifa-world-cup-2026
2025-03-11,Presidential Document,Executive Office of the President,전략적 비트코인 ​​준비금 및 미국 디지털 자산 비축분의 설립,Establishment of the Strategic Bitcoin Reserve and United States Digital Asset Stockpile,https://www.federalregister.gov/documents/2025/03/11/2025-03992/establishment-of-the-strategic-bitcoin-reserve-and-united-states-digital-asset-stockpile
2025-03-11,Presidential Document,Executive Office of the President,남부 국경을 통과하는 불법 약물 흐름을 해결하기 위한 의무 개정,Amendment to Duties To Address the Flow of Illicit Drugs Across Our Southern Border,https://www.federalregister.gov/documents/2025/03/11/2025-03991/amendment-to-duties-to-address-the-flow-of-illicit-drugs-across-our-southern-border
2025-03-11,Presidential Document,Executive Office of the President,북부 국경을 통과하는 불법 약물 흐름을 해결하기 위한 의무 개정,Amendment to Duties To Address the Flow of Illicit Drugs Across Our Northern Border,https://www.federalregister.gov/documents/2025/03/11/2025-03990/amendment-to-duties-to-address-the-flow-of-illicit-drugs-across-our-northern-border
2025-03-11,Presidential Document,Executive Office of the President,Perkins Coie LLP의 위험 해결,Addressing Risks From Perkins Coie LLP,https://www.federalregister.gov/documents/2025/03/11/2025-03989/addressing-risks-from-perkins-coie-llp
2025-03-11,Presidential Document,Executive Office of the President,2025년 전국 소비자 보호 주간,"National Consumer Protection Week, 2025",https://www.federalregister.gov/documents/2025/03/11/2025-03948/national-consumer-protection-week-2025
2025-03-11,Presidential Document,Executive Office of the President,2025년 여성 역사의 달,"Women's History Month, 2025",https://www.federalregister.gov/documents/2025/03/11/2025-03947/womens-history-month-2025
2025-03-11,Presidential Document,Executive Office of the President,2025년 아일랜드계 미국인 문화유산의 달,"Irish-American Heritage Month, 2025",https://www.federalregister.gov/documents/2025/03/11/2025-03946/irish-american-heritage-month-2025
2025-03-10,Presidential Document,Executive Office of the President,조슬린 눈가레이(Jocelyn Nungaray)를 기리며,Honoring Jocelyn Nungaray,https://www.federalregister.gov/documents/2025/03/10/2025-03869/honoring-jocelyn-nungaray
2025-03-07,Presidential Document,Executive Office of the President,중화인민공화국 내 합성 오피오이드 공급망 관련 의무에 대한 추가 개정,Further Amendment to Duties Addressing the Synthetic Opioid Supply Chain in the People's Republic of China,https://www.federalregister.gov/documents/2025/03/07/2025-03775/further-amendment-to-duties-addressing-the-synthetic-opioid-supply-chain-in-the-peoples-republic-of
2025-03-06,Presidential Document,Executive Office of the President,남부 국경 상황을 해결하기 위한 의무 개정안,Amendment to Duties To Address the Situation at Our Southern Border,https://www.federalregister.gov/documents/2025/03/06/2025-03729/amendment-to-duties-to-address-the-situation-at-our-southern-border
2025-03-06,Presidential Document,Executive Office of the President,북부 국경을 통과하는 불법 약물 흐름을 해결하기 위한 의무 개정,Amendment to Duties To Address the Flow of Illicit Drugs Across Our Northern Border,https://www.federalregister.gov/documents/2025/03/06/2025-03728/amendment-to-duties-to-address-the-flow-of-illicit-drugs-across-our-northern-border
2025-03-06,Presidential Document,Executive Office of the President,미국 목재 생산의 즉각적인 확장,Immediate Expansion of American Timber Production,https://www.federalregister.gov/documents/2025/03/06/2025-03695/immediate-expansion-of-american-timber-production
2025-03-06,Presidential Document,Executive Office of the President,영어를 미국의 공식 언어로 지정,Designating English as the Official Language of the United States,https://www.federalregister.gov/documents/2025/03/06/2025-03694/designating-english-as-the-official-language-of-the-united-states
2025-03-06,Presidential Document,Executive Office of the President,"목재, 목재 및 그 파생 제품 수입으로 인한 국가 안보 위협 해결","Addressing the Threat to National Security From Imports of Timber, Lumber, and Their Derivative Products",https://www.federalregister.gov/documents/2025/03/06/2025-03693/addressing-the-threat-to-national-security-from-imports-of-timber-lumber-and-their-derivative
2025-03-03,Presidential Document,Executive Office of the President,"대통령의 ""정부 효율성부"" 비용 효율성 이니셔티브 구현","Implementing the President's ""Department of Government Efficiency"" Cost Efficiency Initiative",https://www.federalregister.gov/documents/2025/03/03/2025-03527/implementing-the-presidents-department-of-government-efficiency-cost-efficiency-initiative
2025-02-28,Presidential Document,Executive Office of the President,명확하고 정확하며 실행 가능한 의료 가격 정보로 환자의 역량을 강화하여 미국을 다시 건강하게 만듭니다.,"Making America Healthy Again by Empowering Patients With Clear, Accurate, and Actionable Healthcare Pricing Information",https://www.federalregister.gov/documents/2025/02/28/2025-03440/making-america-healthy-again-by-empowering-patients-with-clear-accurate-and-actionable-healthcare
2025-02-28,Presidential Document,Executive Office of the President,구리 수입으로 인한 국가 안보 위협 해결,Addressing the Threat to National Security From Imports of Copper,https://www.federalregister.gov/documents/2025/02/28/2025-03439/addressing-the-threat-to-national-security-from-imports-of-copper
2025-02-26,Presidential Document,Executive Office of the President,해외 강탈과 부당한 벌금 및 처벌로부터 미국 기업과 혁신가를 보호합니다.,Defending American Companies and Innovators From Overseas Extortion and Unfair Fines and Penalties,https://www.federalregister.gov/documents/2025/02/26/2025-03188/defending-american-companies-and-innovators-from-overseas-extortion-and-unfair-fines-and-penalties
2025-02-25,Presidential Document,Executive Office of the President,이오지마 전투 80주년,80th Anniversary of the Battle of Iwo Jima,https://www.federalregister.gov/documents/2025/02/25/2025-03162/80th-anniversary-of-the-battle-of-iwo-jima
2025-02-25,Presidential Document,Executive Office of the President,"합법적인 거버넌스 보장 및 대통령의 ""정부 효율성부"" 규제완화 이니셔티브 이행","Ensuring Lawful Governance and Implementing the President's ""Department of Government Efficiency"" Deregulatory Initiative",https://www.federalregister.gov/documents/2025/02/25/2025-03138/ensuring-lawful-governance-and-implementing-the-presidents-department-of-government-efficiency
2025-02-25,Presidential Document,Executive Office of the President,국경 개방에 대한 납세자 보조금 종료,Ending Taxpayer Subsidization of Open Borders,https://www.federalregister.gov/documents/2025/02/25/2025-03137/ending-taxpayer-subsidization-of-open-borders
2025-02-25,Presidential Document,Executive Office of the President,연방 관료주의 축소 시작,Commencing the Reduction of the Federal Bureaucracy,https://www.federalregister.gov/documents/2025/02/25/2025-03133/commencing-the-reduction-of-the-federal-bureaucracy
2025-02-25,Presidential Document,Executive Office of the President,2025년 조지 워싱턴 대통령 탄생일,"President George Washington's Birthday, 2025",https://www.federalregister.gov/documents/2025/02/25/2025-03132/president-george-washingtons-birthday-2025
2025-02-24,Presidential Document,Executive Office of the President,체외 수정에 대한 접근성 확대,Expanding Access to In Vitro Fertilization,https://www.federalregister.gov/documents/2025/02/24/2025-03064/expanding-access-to-in-vitro-fertilization
2025-02-24,Presidential Document,Executive Office of the President,모든 기관의 책임 보장,Ensuring Accountability for All Agencies,https://www.federalregister.gov/documents/2025/02/24/2025-03063/ensuring-accountability-for-all-agencies
2025-02-20,Presidential Document,Executive Office of the President,교육 접근성 유지 및 학교 내 코로나19 백신 의무 종료,Keeping Education Accessible and Ending COVID-19 Vaccine Mandates in Schools,https://www.federalregister.gov/documents/2025/02/20/2025-02931/keeping-education-accessible-and-ending-covid-19-vaccine-mandates-in-schools
2025-02-20,Presidential Document,Executive Office of the President,국가에너지우세협의회 설립,Establishing the National Energy Dominance Council,https://www.federalregister.gov/documents/2025/02/20/2025-02928/establishing-the-national-energy-dominance-council
2025-02-19,Presidential Document,Executive Office of the President,상호 무역과 관세,Reciprocal Trade and Tariffs,https://www.federalregister.gov/documents/2025/02/19/2025-02872/reciprocal-trade-and-tariffs
2025-02-19,Presidential Document,Executive Office of the President,대통령의 미국을 다시 건강하게 만들기 위원회(Make America Healthy Again Commission) 설립,Establishing the President's Make America Healthy Again Commission,https://www.federalregister.gov/documents/2025/02/19/2025-02871/establishing-the-presidents-make-america-healthy-again-commission
2025-02-18,Presidential Document,Executive Office of the President,미국의 외교관계를 위한 하나의 목소리,One Voice for America's Foreign Relations,https://www.federalregister.gov/documents/2025/02/18/2025-02841/one-voice-for-americas-foreign-relations
2025-02-18,Presidential Document,Executive Office of the President,미국으로의 철강 수입 조정,Adjusting Imports of Steel Into the United States,https://www.federalregister.gov/documents/2025/02/18/2025-02833/adjusting-imports-of-steel-into-the-united-states
2025-02-18,Presidential Document,Executive Office of the President,미국으로의 알루미늄 수입 조정,Adjusting Imports of Aluminum Into the United States,https://www.federalregister.gov/documents/2025/02/18/2025-02832/adjusting-imports-of-aluminum-into-the-united-states
2025-02-14,Presidential Document,Executive Office of the President,"대통령의 ""정부 효율성부"" 인력 최적화 이니셔티브 시행","Implementing the President's ""Department of Government Efficiency"" Workforce Optimization Initiative",https://www.federalregister.gov/documents/2025/02/14/2025-02762/implementing-the-presidents-department-of-government-efficiency-workforce-optimization-initiative
2025-02-14,Presidential Document,Executive Office of the President,미국 경제 및 국가 안보 증진을 위한 해외부패방지법 집행 중단,Pausing Foreign Corrupt Practices Act Enforcement To Further American Economic and National Security,https://www.federalregister.gov/documents/2025/02/14/2025-02736/pausing-foreign-corrupt-practices-act-enforcement-to-further-american-economic-and-national-security
2025-02-14,Presidential Document,Executive Office of the President,종이 빨대 조달 및 강제 사용 중단,Ending Procurement and Forced Use of Paper Straws,https://www.federalregister.gov/documents/2025/02/14/2025-02735/ending-procurement-and-forced-use-of-paper-straws
2025-02-14,Presidential Document,Executive Office of the President,연방행정부(Federal Executive Institute) 폐지,Eliminating the Federal Executive Institute,https://www.federalregister.gov/documents/2025/02/14/2025-02734/eliminating-the-federal-executive-institute
2025-02-14,Presidential Document,Executive Office of the President,신임 대통령을 부당하게 구속하려는 레임덕 단체교섭 제한,Limiting Lame-Duck Collective Bargaining Agreements That Improperly Attempt To Constrain the New President,https://www.federalregister.gov/documents/2025/02/14/2025-02729/limiting-lame-duck-collective-bargaining-agreements-that-improperly-attempt-to-constrain-the-new
2025-02-12,Presidential Document,Executive Office of the President,2025년 아메리카 만의 날,"Gulf of America Day, 2025",https://www.federalregister.gov/documents/2025/02/12/2025-02637/gulf-of-america-day-2025
2025-02-12,Presidential Document,Executive Office of the President,수정헌법 제2조의 권리 보호,Protecting Second Amendment Rights,https://www.federalregister.gov/documents/2025/02/12/2025-02636/protecting-second-amendment-rights
2025-02-12,Presidential Document,Executive Office of the President,백악관 신앙실 설립,Establishment of the White House Faith Office,https://www.federalregister.gov/documents/2025/02/12/2025-02635/establishment-of-the-white-house-faith-office
2025-02-12,Presidential Document,Executive Office of the President,남아프리카 공화국의 심각한 행동에 대해 언급,Addressing Egregious Actions of the Republic of South Africa,https://www.federalregister.gov/documents/2025/02/12/2025-02630/addressing-egregious-actions-of-the-republic-of-south-africa
2025-02-12,Presidential Document,Executive Office of the President,국제형사재판소에 제재 부과,Imposing Sanctions on the International Criminal Court,https://www.federalregister.gov/documents/2025/02/12/2025-02612/imposing-sanctions-on-the-international-criminal-court
2025-02-12,Presidential Document,Executive Office of the President,반기독교 편견 근절,Eradicating Anti-Christian Bias,https://www.federalregister.gov/documents/2025/02/12/2025-02611/eradicating-anti-christian-bias
2025-02-11,Presidential Document,Executive Office of the President,남성을 여성 스포츠에 참여시키지 않기,Keeping Men Out of Women's Sports,https://www.federalregister.gov/documents/2025/02/11/2025-02513/keeping-men-out-of-womens-sports
2025-02-11,Presidential Document,Executive Office of the President,중화인민공화국 내 합성 오피오이드 공급망 관련 의무 개정,Amendment to Duties Addressing the Synthetic Opioid Supply Chain in the People's Republic of China,https://www.federalregister.gov/documents/2025/02/11/2025-02512/amendment-to-duties-addressing-the-synthetic-opioid-supply-chain-in-the-peoples-republic-of-china
2025-02-10,Presidential Document,Executive Office of the President,특정 유엔 기구에서 미국의 자금 지원을 철회하고 종료하며 모든 국제 기구에 대한 미국의 지원을 검토합니다.,Withdrawing the United States From and Ending Funding to Certain United Nations Organizations and Reviewing United States Support to All International Organizations,https://www.federalregister.gov/documents/2025/02/10/2025-02504/withdrawing-the-united-states-from-and-ending-funding-to-certain-united-nations-organizations-and
2025-02-10,Presidential Document,Executive Office of the President,우리 남부 국경 상황의 진전,Progress on the Situation at Our Southern Border,https://www.federalregister.gov/documents/2025/02/10/2025-02479/progress-on-the-situation-at-our-southern-border
2025-02-10,Presidential Document,Executive Office of the President,우리 북부 국경 상황의 진전,Progress on the Situation at Our Northern Border,https://www.federalregister.gov/documents/2025/02/10/2025-02478/progress-on-the-situation-at-our-northern-border
2025-02-10,Presidential Document,Executive Office of the President,미국 국부기금 설립 계획,A Plan for Establishing a United States Sovereign Wealth Fund,https://www.federalregister.gov/documents/2025/02/10/2025-02477/a-plan-for-establishing-a-united-states-sovereign-wealth-fund
2025-02-07,Presidential Document,Executive Office of the President,중화인민공화국 내 합성 오피오이드 공급망을 다루기 위한 의무 부과,Imposing Duties To Address the Synthetic Opioid Supply Chain in the People's Republic of China,https://www.federalregister.gov/documents/2025/02/07/2025-02408/imposing-duties-to-address-the-synthetic-opioid-supply-chain-in-the-peoples-republic-of-china
2025-02-07,Presidential Document,Executive Office of the President,남부 국경 상황을 해결하기 위한 의무 부과,Imposing Duties To Address the Situation at Our Southern Border,https://www.federalregister.gov/documents/2025/02/07/2025-02407/imposing-duties-to-address-the-situation-at-our-southern-border
2025-02-07,Presidential Document,Executive Office of the President,북부 국경을 통과하는 불법 마약 흐름을 해결하기 위한 의무 부과,Imposing Duties To Address the Flow of Illicit Drugs Across Our Northern Border,https://www.federalregister.gov/documents/2025/02/07/2025-02406/imposing-duties-to-address-the-flow-of-illicit-drugs-across-our-northern-border
2025-02-06,Presidential Document,Executive Office of the President,2025년 직업 및 기술 교육의 달,"Career and Technical Education Month, 2025",https://www.federalregister.gov/documents/2025/02/06/2025-02404/career-and-technical-education-month-2025
2025-02-06,Presidential Document,Executive Office of the President,2025년 미국 심장의 달,"American Heart Month, 2025",https://www.federalregister.gov/documents/2025/02/06/2025-02402/american-heart-month-2025
2025-02-06,Presidential Document,Executive Office of the President,규제완화로 번영을 이룩하다,Unleashing Prosperity Through Deregulation,https://www.federalregister.gov/documents/2025/02/06/2025-02345/unleashing-prosperity-through-deregulation
2025-02-05,Presidential Document,Executive Office of the President,2025년 전국 학교 선택 주간,"National School Choice Week, 2025",https://www.federalregister.gov/documents/2025/02/05/2025-02344/national-school-choice-week-2025
2025-02-05,Presidential Document,Executive Office of the President,2025년 전국 흑인 역사의 달,"National Black History Month, 2025",https://www.federalregister.gov/documents/2025/02/05/2025-02343/national-black-history-month-2025
2025-02-03,Presidential Document,Executive Office of the President,가족을 위한 교육의 자유와 기회 확대,Expanding Educational Freedom and Opportunity for Families,https://www.federalregister.gov/documents/2025/02/03/2025-02233/expanding-educational-freedom-and-opportunity-for-families
2025-02-03,Presidential Document,Executive Office of the President,K-12 학교 교육의 급진적 세뇌 종식,Ending Radical Indoctrination in K-12 Schooling,https://www.federalregister.gov/documents/2025/02/03/2025-02232/ending-radical-indoctrination-in-k-12-schooling
2025-02-03,Presidential Document,Executive Office of the President,미국 건국 250주년을 축하합니다,Celebrating America's 250th Birthday,https://www.federalregister.gov/documents/2025/02/03/2025-02231/celebrating-americas-250th-birthday
2025-02-03,Presidential Document,Executive Office of the President,반유대주의에 맞서기 위한 추가 조치,Additional Measures To Combat Anti-Semitism,https://www.federalregister.gov/documents/2025/02/03/2025-02230/additional-measures-to-combat-anti-semitism
2025-02-03,Presidential Document,Executive Office of the President,화학적 및 외과적 절단으로부터 어린이를 보호하기,Protecting Children From Chemical and Surgical Mutilation,https://www.federalregister.gov/documents/2025/02/03/2025-02194/protecting-children-from-chemical-and-surgical-mutilation
2025-02-03,Presidential Document,Executive Office of the President,미국을 위한 아이언돔,The Iron Dome for America,https://www.federalregister.gov/documents/2025/02/03/2025-02182/the-iron-dome-for-america
2025-02-03,Presidential Document,Executive Office of the President,미국의 전투력 회복,Restoring America's Fighting Force,https://www.federalregister.gov/documents/2025/02/03/2025-02181/restoring-americas-fighting-force
2025-02-03,Presidential Document,Executive Office of the President,군의 코로나19 예방접종 의무에 따라 전역한 군인의 복직,Reinstating Service Members Discharged Under the Military's COVID-19 Vaccination Mandate,https://www.federalregister.gov/documents/2025/02/03/2025-02180/reinstating-service-members-discharged-under-the-militarys-covid-19-vaccination-mandate
2025-02-03,Presidential Document,Executive Office of the President,군사적 우수성과 준비성 우선시,Prioritizing Military Excellence and Readiness,https://www.federalregister.gov/documents/2025/02/03/2025-02178/prioritizing-military-excellence-and-readiness
2025-02-03,Presidential Document,Executive Office of the President,"아우슈비츠 해방 80주년 국경일, 2025년","National Day of Remembrance of the 80th Anniversary of the Liberation of Auschwitz, 2025",https://www.federalregister.gov/documents/2025/02/03/2025-02177/national-day-of-remembrance-of-the-80th-anniversary-of-the-liberation-of-auschwitz-2025
2025-02-03,Presidential Document,Executive Office of the President,멕시코시티 정책,The Mexico City Policy,https://www.federalregister.gov/documents/2025/02/03/2025-02176/the-mexico-city-policy
2025-01-31,Presidential Document,Executive Office of the President,하이드 수정안 시행,Enforcing the Hyde Amendment,https://www.federalregister.gov/documents/2025/01/31/2025-02175/enforcing-the-hyde-amendment
2025-01-31,Presidential Document,Executive Office of the President,캘리포니아에 수자원을 제공하고 특정 지역의 재해 대응을 개선하기 위한 긴급 조치,Emergency Measures To Provide Water Resources in California and Improve Disaster Response in Certain Areas,https://www.federalregister.gov/documents/2025/01/31/2025-02174/emergency-measures-to-provide-water-resources-in-california-and-improve-disaster-response-in-certain
2025-01-31,Presidential Document,Executive Office of the President,연방재난관리청 평가위원회,Council To Assess the Federal Emergency Management Agency,https://www.federalregister.gov/documents/2025/01/31/2025-02173/council-to-assess-the-federal-emergency-management-agency
2025-01-31,Presidential Document,Executive Office of the President,인공 지능 분야에서 미국의 리더십에 대한 장벽 제거,Removing Barriers to American Leadership in Artificial Intelligence,https://www.federalregister.gov/documents/2025/01/31/2025-02172/removing-barriers-to-american-leadership-in-artificial-intelligence
2025-01-31,Presidential Document,Executive Office of the President,노스캐롤라이나의 Lumbee 부족에 대한 연방 정부의 인정,Federal Recognition of the Lumbee Tribe of North Carolina,https://www.federalregister.gov/documents/2025/01/31/2025-02124/federal-recognition-of-the-lumbee-tribe-of-north-carolina
2025-01-31,Presidential Document,Executive Office of the President,디지털 금융 기술 분야에서 미국의 리더십 강화,Strengthening American Leadership in Digital Financial Technology,https://www.federalregister.gov/documents/2025/01/31/2025-02123/strengthening-american-leadership-in-digital-financial-technology
2025-01-31,Presidential Document,Executive Office of the President,대통령 과학기술 자문위원회,President's Council of Advisors on Science and Technology,https://www.federalregister.gov/documents/2025/01/31/2025-02121/presidents-council-of-advisors-on-science-and-technology
2025-01-31,Presidential Document,Executive Office of the President,"존 F. 케네디 대통령, 로버트 F. 케네디 상원의원, 마틴 루터 킹 목사 암살에 관한 기록의 기밀 해제","Declassification of Records Concerning the Assassinations of President John F. Kennedy, Senator Robert F. Kennedy, and the Reverend Dr. Martin Luther King, Jr.",https://www.federalregister.gov/documents/2025/01/31/2025-02116/declassification-of-records-concerning-the-assassinations-of-president-john-f-kennedy-senator-robert
2025-01-31,Presidential Document,Executive Office of the President,안사르 알라를 외국 테러조직으로 지정,Designation of Ansar Allah as a Foreign Terrorist Organization,https://www.federalregister.gov/documents/2025/01/31/2025-02103/designation-of-ansar-allah-as-a-foreign-terrorist-organization
2025-01-31,Presidential Document,Executive Office of the President,항공 분야에서 미국인의 안전 유지,Keeping Americans Safe in Aviation,https://www.federalregister.gov/documents/2025/01/31/2025-02099/keeping-americans-safe-in-aviation
2025-01-31,Presidential Document,Executive Office of the President,특정 행정 명령의 취소,Revocation of Certain Executive Orders,https://www.federalregister.gov/documents/2025/01/31/2025-02098/revocation-of-certain-executive-orders
2025-01-31,Presidential Document,Executive Office of the President,불법 차별 종식 및 성과 기반 기회 복원,Ending Illegal Discrimination and Restoring Merit-Based Opportunity,https://www.federalregister.gov/documents/2025/01/31/2025-02097/ending-illegal-discrimination-and-restoring-merit-based-opportunity
